"Plot Title: JR_EX2all"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20042965, SEN S/N: 20042965, LBL: Temp)","RH, % (LGR S/N: 20042965, SEN S/N: 20042965, LBL: RH)","DewPt, °C (LGR S/N: 20042965, SEN S/N: 20042965)","Host Connected (LGR S/N: 20042965)","Stopped (LGR S/N: 20042965)","End Of File (LGR S/N: 20042965)"
565,06/22/22 04:11:48 AM,16.204,85.577,13.802,,,
566,06/22/22 05:11:48 AM,15.942,86.301,13.674,,,
567,06/22/22 06:11:48 AM,17.846,77.553,13.888,,,
568,06/22/22 07:11:48 AM,19.202,69.688,13.549,,,
569,06/22/22 08:11:48 AM,21.012,64.293,14.032,,,
570,06/22/22 09:11:48 AM,24.706,54.091,14.821,,,
571,06/22/22 10:11:48 AM,25.895,51.888,15.273,,,
572,06/22/22 11:11:48 AM,26.774,51.147,15.858,,,
573,06/22/22 12:11:48 PM,27.093,50.966,16.096,,,
574,06/22/22 01:11:48 PM,27.757,50.414,16.535,,,
575,06/22/22 02:11:48 PM,28.475,50.155,17.112,,,
576,06/22/22 03:11:48 PM,29.022,50.484,17.718,,,
577,06/22/22 04:11:48 PM,29.621,48.979,17.787,,,
578,06/22/22 05:11:48 PM,29.321,51.969,18.456,,,
579,06/22/22 06:11:48 PM,29.847,50.592,18.510,,,
580,06/22/22 07:11:48 PM,27.069,60.652,18.833,,,
581,06/22/22 08:11:48 PM,25.239,66.011,18.459,,,
582,06/22/22 09:11:48 PM,22.637,72.090,17.374,,,
583,06/22/22 10:11:48 PM,19.202,82.244,16.122,,,
584,06/22/22 11:11:48 PM,18.298,83.152,15.410,,,
585,06/23/22 12:11:48 AM,17.252,83.798,14.505,,,
586,06/23/22 01:11:48 AM,17.109,84.341,14.465,,,
587,06/23/22 02:11:48 AM,16.799,84.735,14.234,,,
588,06/23/22 03:11:48 AM,16.490,85.018,13.982,,,
589,06/23/22 04:11:48 AM,16.228,85.284,13.772,,,
590,06/23/22 05:11:48 AM,16.037,85.484,13.621,,,
591,06/23/22 06:11:48 AM,17.870,77.105,13.822,,,
592,06/23/22 07:11:48 AM,19.250,69.492,13.551,,,
593,06/23/22 08:11:48 AM,21.036,64.747,14.163,,,
594,06/23/22 09:11:48 AM,24.706,53.683,14.703,,,
595,06/23/22 10:11:48 AM,25.871,51.821,15.230,,,
596,06/23/22 11:11:48 AM,26.774,51.466,15.955,,,
597,06/23/22 12:11:48 PM,27.069,51.091,16.111,,,
598,06/23/22 01:11:48 PM,27.856,50.363,16.610,,,
599,06/23/22 02:11:48 PM,28.301,50.614,17.097,,,
600,06/23/22 03:11:48 PM,29.096,49.946,17.616,,,
601,06/23/22 04:11:48 PM,29.546,50.004,18.047,,,
602,06/23/22 05:11:48 PM,29.822,49.717,18.208,,,
603,06/23/22 06:11:48 PM,29.973,49.413,18.248,,,
604,06/23/22 07:11:48 PM,27.216,58.624,18.426,,,
605,06/23/22 08:11:48 PM,25.312,64.630,18.190,,,
606,06/23/22 09:11:48 PM,22.709,70.957,17.192,,,
607,06/23/22 10:11:48 PM,19.226,81.692,16.040,,,
608,06/23/22 11:11:48 PM,18.346,82.748,15.381,,,
609,06/24/22 12:11:48 AM,17.323,83.567,14.532,,,
610,06/24/22 01:11:48 AM,17.180,84.001,14.473,,,
611,06/24/22 02:11:48 AM,16.775,84.675,14.200,,,
612,06/24/22 03:11:48 AM,16.418,84.920,13.894,,,
613,06/24/22 04:11:48 AM,16.251,85.018,13.747,,,
614,06/24/22 05:11:48 AM,16.013,85.099,13.528,,,
615,06/24/22 06:11:48 AM,17.918,77.030,13.853,,,
616,06/24/22 07:11:48 AM,19.368,68.957,13.546,,,
617,06/24/22 08:11:48 AM,21.203,63.995,14.141,,,
618,06/24/22 09:11:48 AM,24.803,53.035,14.604,,,
619,06/24/22 10:11:48 AM,26.017,51.332,15.217,,,
620,06/24/22 11:11:48 AM,26.921,51.262,16.029,,,
621,06/24/22 12:11:48 PM,27.536,49.325,15.989,,,
622,06/24/22 01:11:48 PM,27.585,50.776,16.489,,,
623,06/24/22 02:11:48 PM,28.351,50.813,17.205,,,
624,06/24/22 03:11:48 PM,28.947,50.924,17.787,,,
625,06/24/22 04:11:48 PM,29.421,49.891,17.897,,,
626,06/24/22 05:11:48 PM,29.646,50.405,18.266,,,
627,06/24/22 06:11:48 PM,29.947,49.183,18.151,,,
628,06/24/22 07:11:48 PM,27.216,58.343,18.350,,,
629,06/24/22 08:11:48 PM,25.312,65.146,18.317,,,
630,06/24/22 09:11:48 PM,22.709,70.987,17.199,,,
631,06/24/22 10:11:48 PM,19.226,81.217,15.948,,,
632,06/24/22 11:11:48 PM,18.370,82.421,15.342,,,
633,06/25/22 12:11:48 AM,17.347,82.967,14.444,,,
634,06/25/22 01:11:48 AM,17.180,83.425,14.366,,,
635,06/25/22 02:11:48 AM,16.823,84.194,14.158,,,
636,06/25/22 03:11:48 AM,16.514,84.233,13.862,,,
637,06/25/22 04:11:48 AM,16.180,84.647,13.610,,,
638,06/25/22 05:11:48 AM,15.965,84.734,13.415,,,
639,06/25/22 06:11:48 AM,17.918,76.577,13.762,,,
640,06/25/22 07:11:48 AM,19.297,68.885,13.462,,,
641,06/25/22 08:11:48 AM,21.131,63.923,14.056,,,
642,06/25/22 09:11:48 AM,24.682,52.860,14.441,,,
643,06/25/22 10:11:48 AM,25.895,51.634,15.196,,,
644,06/25/22 11:11:48 AM,26.897,50.620,15.809,,,
645,06/25/22 12:11:48 PM,27.240,50.858,16.198,,,
646,06/25/22 01:11:48 PM,26.725,53.302,16.461,,,
647,06/25/22 02:11:48 PM,26.676,55.096,16.937,,,
648,06/25/22 03:11:48 PM,27.363,54.785,17.485,,,
649,06/25/22 04:11:48 PM,27.659,55.269,17.899,,,
650,06/25/22 05:11:48 PM,27.856,55.076,18.027,,,
651,06/25/22 06:11:48 PM,28.153,54.675,18.186,,,
652,06/25/22 07:11:48 PM,26.066,62.771,18.438,,,
653,06/25/22 08:11:48 PM,24.537,68.862,18.466,,,
654,06/25/22 09:11:48 PM,22.254,72.982,17.200,,,
655,06/25/22 10:11:48 PM,19.178,82.099,16.071,,,
656,06/25/22 11:11:48 PM,18.322,82.577,15.325,,,
657,06/26/22 12:11:48 AM,17.180,83.177,14.320,,,
658,06/26/22 01:11:48 AM,17.085,83.651,14.315,,,
659,06/26/22 02:11:48 AM,16.704,83.510,13.916,,,
660,06/26/22 03:11:48 AM,16.442,83.670,13.688,,,
661,06/26/22 04:11:48 AM,16.108,84.031,13.428,,,
662,06/26/22 05:11:48 AM,15.965,83.944,13.271,,,
663,06/26/22 06:11:48 AM,17.585,77.075,13.539,,,
664,06/26/22 07:11:48 AM,18.702,70.091,13.159,,,
665,06/26/22 08:11:48 AM,20.249,66.578,13.846,,,
666,06/26/22 09:11:48 AM,23.261,56.907,14.262,,,
667,06/26/22 10:11:48 AM,24.248,55.435,14.776,,,
668,06/26/22 11:11:48 AM,25.045,55.708,15.594,,,
669,06/26/22 12:11:48 PM,25.433,55.325,15.847,,,
670,06/26/22 01:11:48 PM,25.968,54.994,16.251,,,
671,06/26/22 02:11:48 PM,26.628,54.837,16.817,,,
672,06/26/22 03:11:48 PM,27.191,54.476,17.236,,,
673,06/26/22 04:11:48 PM,27.560,55.034,17.740,,,
674,06/26/22 05:11:48 PM,27.757,55.346,18.013,,,
675,06/26/22 06:11:48 PM,27.980,55.252,18.193,,,
676,06/26/22 07:11:48 PM,25.968,62.080,18.169,,,
677,06/26/22 08:11:48 PM,24.465,67.742,18.135,,,
678,06/26/22 09:11:48 PM,22.206,72.359,17.018,,,
679,06/26/22 10:11:48 PM,19.131,81.336,15.878,,,
680,06/26/22 11:11:48 PM,18.274,82.234,15.214,,,
681,06/27/22 12:11:48 AM,17.204,82.990,14.309,,,
682,06/27/22 01:11:48 AM,17.085,83.486,14.284,,,
683,06/27/22 02:11:48 AM,16.656,83.526,13.872,,,
684,06/27/22 03:11:48 AM,16.347,84.195,13.691,,,
685,06/27/22 04:11:48 AM,16.085,84.162,13.428,,,
686,06/27/22 05:11:48 AM,15.846,84.571,13.269,,,
687,06/27/22 06:11:48 AM,17.513,77.173,13.489,,,
688,06/27/22 07:11:48 AM,18.679,70.524,13.230,,,
689,06/27/22 08:11:48 AM,20.297,66.230,13.810,,,
690,06/27/22 09:11:48 AM,23.213,57.086,14.266,,,
691,06/27/22 10:11:48 AM,24.272,56.561,15.111,,,
692,06/27/22 11:11:48 AM,25.118,56.468,15.874,,,
693,06/27/22 12:11:48 PM,25.312,55.966,15.915,,,
694,06/27/22 01:11:48 PM,25.944,55.870,16.476,,,
695,06/27/22 02:11:48 PM,26.628,55.247,16.935,,,
696,06/27/22 03:11:48 PM,27.191,55.549,17.545,,,
697,06/27/22 04:11:48 PM,27.585,55.574,17.918,,,
698,06/27/22 05:11:48 PM,27.733,55.469,18.026,,,
699,06/27/22 06:11:48 PM,28.004,54.844,18.097,,,
700,06/27/22 07:11:48 PM,26.017,62.978,18.444,,,
701,06/27/22 08:11:48 PM,24.537,68.084,18.284,,,
702,06/27/22 09:11:48 PM,22.230,72.890,17.157,,,
703,06/27/22 10:11:48 PM,19.131,81.671,15.943,,,
704,06/27/22 11:11:48 PM,18.274,82.261,15.219,,,
705,06/28/22 12:11:48 AM,17.252,82.946,14.347,,,
706,06/28/22 01:11:48 AM,17.037,83.310,14.205,,,
707,06/28/22 02:11:48 AM,16.656,83.636,13.892,,,
708,06/28/22 03:11:48 AM,16.371,84.228,13.721,,,
709,06/28/22 04:11:48 AM,16.108,84.359,13.487,,,
710,06/28/22 05:11:48 AM,15.846,84.299,13.219,,,
711,06/28/22 06:11:48 AM,17.537,77.262,13.530,,,
712,06/28/22 07:11:48 AM,18.655,70.519,13.206,,,
713,06/28/22 08:11:48 AM,20.297,66.527,13.879,,,
714,06/28/22 09:11:48 AM,23.189,57.608,14.384,,,
715,06/28/22 10:11:48 AM,24.248,56.090,14.958,,,
716,06/28/22 11:11:48 AM,25.045,55.833,15.629,,,
717,06/28/22 12:11:48 PM,25.361,55.941,15.953,,,
718,06/28/22 01:11:48 PM,25.871,55.452,16.290,,,
719,06/28/22 02:11:48 PM,26.603,55.149,16.884,,,
720,06/28/22 03:11:48 PM,27.191,55.265,17.464,,,
721,06/28/22 04:11:48 PM,27.856,54.981,18.000,,,
722,06/28/22 05:11:48 PM,28.128,54.260,18.041,,,
723,06/28/22 06:11:48 PM,28.326,54.002,18.149,,,
724,06/28/22 07:11:48 PM,26.237,62.093,18.425,,,
725,06/28/22 08:11:48 PM,24.731,66.888,18.186,,,
726,06/28/22 09:11:48 PM,22.397,72.220,17.172,,,
727,06/28/22 10:11:48 PM,19.178,81.626,15.981,,,
728,06/28/22 11:11:48 PM,18.298,81.933,15.180,,,
729,06/29/22 12:11:48 AM,17.180,82.433,14.181,,,
730,06/29/22 01:11:48 AM,17.037,82.815,14.113,,,
731,06/29/22 02:11:48 AM,16.752,83.191,13.903,,,
732,06/29/22 03:11:48 AM,16.442,83.478,13.653,,,
733,06/29/22 04:11:48 AM,16.108,83.867,13.398,,,
734,06/29/22 05:11:48 AM,15.942,83.857,13.232,,,
735,06/29/22 06:11:48 AM,17.585,77.046,13.533,,,
736,06/29/22 07:11:48 AM,18.869,70.326,13.370,,,
737,06/29/22 08:11:48 AM,20.487,65.101,13.727,,,
738,06/29/22 09:11:48 AM,23.333,56.980,14.349,,,
739,06/29/22 10:11:48 AM,24.489,55.845,15.115,,,
740,06/29/22 11:11:48 AM,25.336,55.343,15.762,,,
741,06/29/22 12:11:48 PM,25.603,54.816,15.861,,,
742,06/29/22 01:11:48 PM,26.139,54.421,16.244,,,
743,06/29/22 02:11:48 PM,26.848,55.215,17.131,,,
744,06/29/22 03:11:48 PM,27.388,54.377,17.390,,,
745,06/29/22 04:11:48 PM,27.905,54.324,17.854,,,
746,06/29/22 05:11:48 PM,28.054,54.915,18.164,,,
747,06/29/22 06:11:48 PM,28.252,54.341,18.180,,,
748,06/29/22 07:11:48 PM,26.261,62.251,18.489,,,
749,06/29/22 08:11:48 PM,24.706,66.733,18.126,,,
750,06/29/22 09:11:48 PM,22.373,72.011,17.103,,,
751,06/29/22 10:11:48 PM,19.202,81.268,15.935,,,
752,06/29/22 11:11:48 PM,18.322,82.216,15.257,,,
753,06/30/22 12:11:48 AM,17.180,82.461,14.186,,,
754,06/30/22 01:11:48 AM,17.109,82.941,14.206,,,
755,06/30/22 02:11:48 AM,16.656,83.170,13.806,,,
756,06/30/22 03:11:48 AM,16.394,83.220,13.559,,,
757,06/30/22 04:11:48 AM,16.156,83.495,13.376,,,
758,06/30/22 05:11:48 AM,15.918,83.824,13.203,,,
759,06/30/22 06:11:48 AM,17.656,76.212,13.435,,,
760,06/30/22 07:11:48 AM,18.798,69.992,13.228,,,
761,06/30/22 08:11:48 AM,20.416,65.298,13.705,,,
762,06/30/22 09:11:48 AM,23.309,56.139,14.097,,,
763,06/30/22 10:11:48 AM,24.586,55.046,14.980,,,
764,06/30/22 11:11:48 AM,25.409,54.726,15.654,,,
765,06/30/22 12:11:48 PM,25.701,54.579,15.883,,,
766,06/30/22 01:11:48 PM,26.285,54.599,16.431,,,
767,06/30/22 02:11:48 PM,26.823,54.297,16.843,,,
768,06/30/22 03:11:48 PM,27.486,54.169,17.420,,,
769,06/30/22 04:11:48 PM,27.856,55.455,18.136,,,
770,06/30/22 05:11:48 PM,28.103,55.270,18.312,,,
771,06/30/22 06:11:48 PM,28.252,54.404,18.198,,,
772,06/30/22 07:11:48 PM,26.285,62.162,18.489,,,
773,06/30/22 08:11:48 PM,24.731,67.639,18.364,,,
774,06/30/22 09:11:48 PM,22.421,72.430,17.241,,,
775,06/30/22 10:11:48 PM,19.202,81.938,16.064,,,
776,06/30/22 11:11:48 PM,18.251,81.895,15.126,,,
777,07/01/22 12:11:48 AM,17.204,82.659,14.247,,,
778,07/01/22 01:11:48 AM,17.061,82.958,14.163,,,
779,07/01/22 02:11:48 AM,16.728,83.597,13.955,,,
780,07/01/22 03:11:48 AM,16.347,83.621,13.586,,,
781,07/01/22 04:11:48 AM,16.085,84.299,13.453,,,
782,07/01/22 05:11:48 AM,15.918,84.097,13.253,,,
783,07/01/22 06:11:48 AM,17.656,76.778,13.549,,,
784,07/01/22 07:11:48 AM,18.798,70.255,13.286,,,
785,07/01/22 08:11:48 AM,20.463,65.872,13.886,,,
786,07/01/22 09:11:48 AM,23.405,56.619,14.318,,,
787,07/01/22 10:11:48 AM,24.489,55.814,15.106,,,
788,07/01/22 11:11:48 AM,25.409,54.851,15.690,,,
789,07/01/22 12:11:48 PM,25.628,55.354,16.036,,,
790,07/01/22 01:11:48 PM,27.314,54.588,17.383,,,
791,07/01/22 02:11:48 PM,27.856,53.682,17.619,,,
792,07/01/22 03:11:48 PM,28.450,54.083,18.288,,,
793,07/01/22 04:11:48 PM,28.997,53.332,18.570,,,
794,07/01/22 05:11:48 PM,29.246,53.813,18.945,,,
795,07/01/22 06:11:48 PM,29.346,53.093,18.821,,,
796,07/01/22 07:11:48 PM,27.191,60.672,18.953,,,
797,07/01/22 08:11:48 PM,25.482,65.993,18.685,,,
798,07/01/22 09:11:48 PM,22.733,71.374,17.308,,,
799,07/01/22 10:11:48 PM,19.012,81.673,15.827,,,
800,07/01/22 11:11:48 PM,18.084,82.607,15.098,,,
801,07/02/22 12:11:48 AM,17.109,82.914,14.201,,,
802,07/02/22 01:11:48 AM,16.990,83.190,14.136,,,
803,07/02/22 02:11:48 AM,16.680,83.970,13.977,,,
804,07/02/22 03:11:48 AM,16.371,84.146,13.706,,,
805,07/02/22 04:11:48 AM,16.108,83.949,13.413,,,
806,07/02/22 05:11:48 AM,15.965,84.353,13.346,,,
807,07/02/22 06:11:48 AM,18.179,75.949,13.889,,,
808,07/02/22 07:11:48 AM,19.583,69.261,13.818,,,
809,07/02/22 08:11:48 AM,21.417,64.392,14.440,,,
810,07/02/22 09:11:48 AM,24.561,55.574,15.107,,,
811,07/02/22 10:11:48 AM,25.701,54.390,15.829,,,
812,07/02/22 11:11:48 AM,26.554,53.658,16.407,,,
813,07/02/22 12:11:48 PM,26.897,53.231,16.598,,,
814,07/02/22 01:11:48 PM,27.437,53.497,17.177,,,
815,07/02/22 02:11:48 PM,28.103,53.112,17.678,,,
816,07/02/22 03:11:48 PM,28.648,52.677,18.051,,,
817,07/02/22 04:11:48 PM,29.096,52.579,18.435,,,
818,07/02/22 05:11:48 PM,29.371,51.687,18.415,,,
819,07/02/22 06:11:48 PM,29.671,52.337,18.891,,,
820,07/02/22 07:11:48 PM,27.240,59.344,18.645,,,
821,07/02/22 08:11:48 PM,25.531,64.575,18.384,,,
822,07/02/22 09:11:48 PM,22.805,69.676,16.996,,,
823,07/02/22 10:11:48 PM,19.012,80.303,15.562,,,
824,07/02/22 11:11:48 PM,18.155,81.346,14.928,,,
825,07/03/22 12:11:48 AM,17.109,82.390,14.103,,,
826,07/03/22 01:11:48 AM,17.037,82.843,14.118,,,
827,07/03/22 02:11:48 AM,16.680,83.340,13.861,,,
828,07/03/22 03:11:48 AM,16.418,83.500,13.634,,,
829,07/03/22 04:11:48 AM,16.156,83.824,13.436,,,
830,07/03/22 05:11:48 AM,15.965,84.053,13.291,,,
831,07/03/22 06:11:48 AM,18.227,75.560,13.856,,,
832,07/03/22 07:11:48 AM,19.630,68.388,13.669,,,
833,07/03/22 08:11:48 AM,21.513,62.993,14.191,,,
834,07/03/22 09:11:48 AM,24.586,54.263,14.758,,,
835,07/03/22 10:11:48 AM,25.822,53.114,15.570,,,
836,07/03/22 11:11:48 AM,26.750,51.558,15.961,,,
837,07/03/22 12:11:48 PM,26.921,51.741,16.174,,,
838,07/03/22 01:11:48 PM,27.634,51.166,16.655,,,
839,07/03/22 02:11:48 PM,27.511,48.420,15.676,,,
840,07/03/22 03:11:48 PM,26.261,48.583,14.586,,,
841,07/03/22 04:11:48 PM,26.456,48.576,14.762,,,
842,07/03/22 05:11:48 PM,26.407,52.402,15.900,,,
843,07/03/22 06:11:48 PM,24.320,53.660,14.338,,,
844,07/03/22 07:11:48 PM,24.586,48.529,13.036,,,
845,07/03/22 07:48:50 PM,,,,Logged,,
846,07/03/22 07:49:20 PM,,,,,Logged,Logged
