"Plot Title: JR_NH12"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10946908, SEN S/N: 10946908)","RH, % (LGR S/N: 10946908, SEN S/N: 10946908)","Host Connected (LGR S/N: 10946908)","Stopped (LGR S/N: 10946908)","End Of File (LGR S/N: 10946908)"
469,06/18/22 04:08:06 AM,16.204,85.441,,,
470,06/18/22 05:08:06 AM,15.965,86.117,,,
471,06/18/22 06:08:06 AM,16.156,84.097,,,
472,06/18/22 07:08:06 AM,16.823,80.666,,,
473,06/18/22 08:08:06 AM,17.418,81.518,,,
474,06/18/22 09:08:06 AM,18.774,79.241,,,
475,06/18/22 10:08:06 AM,20.416,77.004,,,
476,06/18/22 11:08:06 AM,22.757,69.045,,,
477,06/18/22 12:08:06 PM,21.919,74.632,,,
478,06/18/22 01:08:06 PM,22.206,75.817,,,
479,06/18/22 02:08:06 PM,22.853,75.310,,,
480,06/18/22 03:08:06 PM,23.453,74.877,,,
481,06/18/22 04:08:06 PM,23.910,74.326,,,
482,06/18/22 05:08:06 PM,24.272,73.547,,,
483,06/18/22 06:08:06 PM,24.465,73.702,,,
484,06/18/22 07:08:06 PM,23.790,76.164,,,
485,06/18/22 08:08:06 PM,23.021,77.308,,,
486,06/18/22 09:08:06 PM,21.943,78.519,,,
487,06/18/22 10:08:06 PM,19.868,82.000,,,
488,06/18/22 11:08:06 PM,18.465,84.431,,,
489,06/19/22 12:08:06 AM,17.537,84.959,,,
490,06/19/22 01:08:06 AM,17.085,85.945,,,
491,06/19/22 02:08:06 AM,16.847,85.237,,,
492,06/19/22 03:08:06 AM,16.490,85.372,,,
493,06/19/22 04:08:06 AM,16.156,85.675,,,
494,06/19/22 05:08:06 AM,15.965,86.388,,,
495,06/19/22 06:08:06 AM,16.180,84.756,,,
496,06/19/22 07:08:06 AM,16.847,80.505,,,
497,06/19/22 08:08:06 AM,17.418,81.407,,,
498,06/19/22 09:08:06 AM,18.750,79.489,,,
499,06/19/22 10:08:06 AM,20.392,77.199,,,
500,06/19/22 11:08:06 AM,21.250,76.803,,,
501,06/19/22 12:08:06 PM,21.847,75.254,,,
502,06/19/22 01:08:06 PM,22.110,76.346,,,
503,06/19/22 02:08:06 PM,22.757,75.870,,,
504,06/19/22 03:08:06 PM,23.357,75.439,,,
505,06/19/22 04:08:06 PM,23.838,75.332,,,
506,06/19/22 05:08:06 PM,24.223,74.708,,,
507,06/19/22 06:08:06 PM,24.417,74.512,,,
508,06/19/22 07:08:06 PM,23.669,76.459,,,
509,06/19/22 08:08:06 PM,22.997,77.677,,,
510,06/19/22 09:08:06 PM,21.847,79.212,,,
511,06/19/22 10:08:06 PM,19.773,83.066,,,
512,06/19/22 11:08:06 PM,18.417,84.667,,,
513,06/20/22 12:08:06 AM,17.489,84.675,,,
514,06/20/22 01:08:06 AM,17.061,85.939,,,
515,06/20/22 02:08:06 AM,16.847,85.455,,,
516,06/20/22 03:08:06 AM,16.514,85.323,,,
517,06/20/22 04:08:06 AM,16.251,85.697,,,
518,06/20/22 05:08:06 AM,15.965,86.226,,,
519,06/20/22 06:08:06 AM,16.061,84.702,,,
520,06/20/22 07:08:06 AM,16.799,81.243,,,
521,06/20/22 08:08:06 AM,17.371,81.729,,,
522,06/20/22 09:08:06 AM,18.726,80.045,,,
523,06/20/22 10:08:06 AM,20.344,77.475,,,
524,06/20/22 11:08:06 AM,21.274,76.693,,,
525,06/20/22 12:08:06 PM,21.847,75.341,,,
526,06/20/22 01:08:06 PM,22.158,76.528,,,
527,06/20/22 02:08:06 PM,22.757,76.390,,,
528,06/20/22 03:08:06 PM,23.381,75.386,,,
529,06/20/22 04:08:06 PM,23.814,75.181,,,
530,06/20/22 05:08:06 PM,24.199,74.178,,,
531,06/20/22 06:08:06 PM,24.392,74.332,,,
532,06/20/22 07:08:06 PM,23.717,76.584,,,
533,06/20/22 08:08:06 PM,22.973,77.327,,,
534,06/20/22 09:08:06 PM,21.847,78.898,,,
535,06/20/22 10:08:06 PM,19.773,82.899,,,
536,06/20/22 11:08:06 PM,18.488,84.683,,,
537,06/21/22 12:08:06 AM,17.561,84.992,,,
538,06/21/22 01:08:06 AM,17.085,85.619,,,
539,06/21/22 02:08:06 AM,16.799,85.552,,,
540,06/21/22 03:08:06 AM,16.442,86.175,,,
541,06/21/22 04:08:06 AM,16.132,86.156,,,
542,06/21/22 05:08:06 AM,15.894,85.884,,,
543,06/21/22 06:08:06 AM,16.132,84.745,,,
544,06/21/22 07:08:06 AM,16.775,81.377,,,
545,06/21/22 08:08:06 AM,17.347,81.724,,,
546,06/21/22 09:08:06 AM,18.750,79.489,,,
547,06/21/22 10:08:06 AM,20.321,77.156,,,
548,06/21/22 11:08:06 AM,21.250,76.488,,,
549,06/21/22 12:08:06 PM,22.039,74.453,,,
550,06/21/22 01:08:06 PM,22.206,75.557,,,
551,06/21/22 02:08:06 PM,22.781,75.643,,,
552,06/21/22 03:08:06 PM,23.381,75.270,,,
553,06/21/22 04:08:06 PM,23.886,74.759,,,
554,06/21/22 05:08:06 PM,24.272,74.426,,,
555,06/21/22 06:08:06 PM,24.368,74.970,,,
556,06/21/22 07:08:06 PM,23.766,76.188,,,
557,06/21/22 08:08:06 PM,23.045,77.342,,,
558,06/21/22 09:08:06 PM,21.823,78.466,,,
559,06/21/22 10:08:06 PM,19.868,82.335,,,
560,06/21/22 11:08:06 PM,18.441,85.276,,,
561,06/22/22 12:08:06 AM,17.489,84.839,,,
562,06/22/22 01:08:06 AM,17.014,86.580,,,
563,06/22/22 02:08:06 AM,16.775,85.683,,,
564,06/22/22 03:08:06 AM,16.585,85.367,,,
565,06/22/22 04:08:06 AM,16.132,85.777,,,
566,06/22/22 05:08:06 AM,15.942,86.490,,,
567,06/22/22 06:08:06 AM,16.156,84.860,,,
568,06/22/22 07:08:06 AM,16.775,81.044,,,
569,06/22/22 08:08:06 AM,17.347,81.752,,,
570,06/22/22 09:08:06 AM,18.726,79.652,,,
571,06/22/22 10:08:06 AM,20.321,77.527,,,
572,06/22/22 11:08:06 AM,21.274,76.550,,,
573,06/22/22 12:08:06 PM,21.776,75.471,,,
574,06/22/22 01:08:06 PM,22.134,76.149,,,
575,06/22/22 02:08:06 PM,22.757,76.419,,,
576,06/22/22 03:08:06 PM,23.381,75.444,,,
577,06/22/22 04:08:06 PM,25.045,66.340,,,
578,06/22/22 05:08:06 PM,24.296,73.757,,,
579,06/22/22 06:08:06 PM,24.465,73.790,,,
580,06/22/22 07:08:06 PM,23.766,76.217,,,
581,06/22/22 08:08:06 PM,23.021,77.251,,,
582,06/22/22 09:08:06 PM,21.823,78.551,,,
583,06/22/22 10:08:06 PM,19.821,82.436,,,
584,06/22/22 11:08:06 PM,18.441,84.782,,,
585,06/23/22 12:08:06 AM,17.489,84.866,,,
586,06/23/22 01:08:06 AM,17.061,85.722,,,
587,06/23/22 02:08:06 AM,16.799,85.498,,,
588,06/23/22 03:08:06 AM,16.490,85.698,,,
589,06/23/22 04:08:06 AM,16.156,85.702,,,
590,06/23/22 05:08:06 AM,15.870,85.987,,,
591,06/23/22 06:08:06 AM,16.085,84.571,,,
592,06/23/22 07:08:06 AM,16.775,81.238,,,
593,06/23/22 08:08:06 AM,17.371,81.618,,,
594,06/23/22 09:08:06 AM,18.774,79.072,,,
595,06/23/22 10:08:06 AM,20.392,76.742,,,
596,06/23/22 11:08:06 AM,21.298,76.784,,,
597,06/23/22 12:08:06 PM,21.871,75.230,,,
598,06/23/22 01:08:06 PM,22.469,75.465,,,
599,06/23/22 02:08:06 PM,22.877,75.257,,,
600,06/23/22 03:08:06 PM,23.381,75.299,,,
601,06/23/22 04:08:06 PM,23.958,74.306,,,
602,06/23/22 05:08:06 PM,24.199,73.856,,,
603,06/23/22 06:08:06 PM,24.441,73.785,,,
604,06/23/22 07:08:06 PM,23.742,76.415,,,
605,06/23/22 08:08:06 PM,22.997,77.562,,,
606,06/23/22 09:08:06 PM,21.871,78.675,,,
607,06/23/22 10:08:06 PM,19.844,82.330,,,
608,06/23/22 11:08:06 PM,18.441,85.112,,,
609,06/24/22 12:08:06 AM,17.537,85.205,,,
610,06/24/22 01:08:06 AM,17.085,85.891,,,
611,06/24/22 02:08:06 AM,16.799,85.444,,,
612,06/24/22 03:08:06 AM,16.418,85.790,,,
613,06/24/22 04:08:06 AM,16.108,86.151,,,
614,06/24/22 05:08:06 AM,15.918,85.944,,,
615,06/24/22 06:08:06 AM,16.180,84.511,,,
616,06/24/22 07:08:06 AM,16.752,81.178,,,
617,06/24/22 08:08:06 AM,17.394,81.485,,,
618,06/24/22 09:08:06 AM,18.726,79.765,,,
619,06/24/22 10:08:06 AM,20.416,76.919,,,
620,06/24/22 11:08:06 AM,21.322,76.301,,,
621,06/24/22 12:08:06 PM,22.901,70.285,,,
622,06/24/22 01:08:06 PM,22.206,75.788,,,
623,06/24/22 02:08:06 PM,22.853,75.368,,,
624,06/24/22 03:08:06 PM,23.429,75.221,,,
625,06/24/22 04:08:06 PM,23.910,74.588,,,
626,06/24/22 05:08:06 PM,24.223,74.387,,,
627,06/24/22 06:08:06 PM,24.392,74.040,,,
628,06/24/22 07:08:06 PM,23.790,76.106,,,
629,06/24/22 08:08:06 PM,22.997,77.390,,,
630,06/24/22 09:08:06 PM,21.871,78.989,,,
631,06/24/22 10:08:06 PM,19.749,82.699,,,
632,06/24/22 11:08:06 PM,18.441,85.057,,,
633,06/25/22 12:08:06 AM,17.489,84.893,,,
634,06/25/22 01:08:06 AM,17.085,85.319,,,
635,06/25/22 02:08:06 AM,16.799,85.498,,,
636,06/25/22 03:08:06 AM,16.442,85.904,,,
637,06/25/22 04:08:06 AM,16.228,85.474,,,
638,06/25/22 05:08:06 AM,15.942,86.247,,,
639,06/25/22 06:08:06 AM,16.156,84.805,,,
640,06/25/22 07:08:06 AM,16.799,80.939,,,
641,06/25/22 08:08:06 AM,17.394,81.291,,,
642,06/25/22 09:08:06 AM,18.774,79.213,,,
643,06/25/22 10:08:06 AM,20.344,77.161,,,
644,06/25/22 11:08:06 AM,21.298,76.296,,,
645,06/25/22 12:08:06 PM,22.086,73.852,,,
646,06/25/22 01:08:06 PM,22.326,74.829,,,
647,06/25/22 02:08:06 PM,22.973,74.579,,,
648,06/25/22 03:08:06 PM,23.573,74.260,,,
649,06/25/22 04:08:06 PM,24.031,73.647,,,
650,06/25/22 05:08:06 PM,24.344,73.297,,,
651,06/25/22 06:08:06 PM,24.610,73.231,,,
652,06/25/22 07:08:06 PM,23.862,75.743,,,
653,06/25/22 08:08:06 PM,23.213,76.511,,,
654,06/25/22 09:08:06 PM,21.895,78.252,,,
655,06/25/22 10:08:06 PM,19.749,83.033,,,
656,06/25/22 11:08:06 PM,18.417,84.695,,,
657,06/26/22 12:08:06 AM,17.537,84.959,,,
658,06/26/22 01:08:06 AM,17.014,85.711,,,
659,06/26/22 02:08:06 AM,16.752,85.569,,,
660,06/26/22 03:08:06 AM,16.418,85.736,,,
661,06/26/22 04:08:06 AM,16.108,85.961,,,
662,06/26/22 05:08:06 AM,15.965,85.522,,,
663,06/26/22 06:08:06 AM,16.156,84.069,,,
664,06/26/22 07:08:06 AM,16.823,80.750,,,
665,06/26/22 08:08:06 AM,17.442,80.912,,,
666,06/26/22 09:08:06 AM,19.464,78.569,,,
667,06/26/22 10:08:06 AM,20.368,76.995,,,
668,06/26/22 11:08:06 AM,21.250,76.172,,,
669,06/26/22 12:08:06 PM,21.823,75.076,,,
670,06/26/22 01:08:06 PM,22.206,75.268,,,
671,06/26/22 02:08:06 PM,22.781,75.441,,,
672,06/26/22 03:08:06 PM,23.405,75.100,,,
673,06/26/22 04:08:06 PM,23.862,74.491,,,
674,06/26/22 05:08:06 PM,24.248,74.011,,,
675,06/26/22 06:08:06 PM,24.417,73.810,,,
676,06/26/22 07:08:06 PM,23.742,76.473,,,
677,06/26/22 08:08:06 PM,23.093,77.035,,,
678,06/26/22 09:08:06 PM,21.871,79.074,,,
679,06/26/22 10:08:06 PM,19.678,83.184,,,
680,06/26/22 11:08:06 PM,18.417,85.216,,,
681,06/27/22 12:08:06 AM,17.466,84.779,,,
682,06/27/22 01:08:06 AM,17.085,86.081,,,
683,06/27/22 02:08:06 AM,16.704,85.394,,,
684,06/27/22 03:08:06 AM,16.537,85.600,,,
685,06/27/22 04:08:06 AM,16.180,85.734,,,
686,06/27/22 05:08:06 AM,15.918,86.052,,,
687,06/27/22 06:08:06 AM,16.085,84.544,,,
688,06/27/22 07:08:06 AM,16.775,81.100,,,
689,06/27/22 08:08:06 AM,17.347,81.419,,,
690,06/27/22 09:08:06 AM,18.893,79.210,,,
691,06/27/22 10:08:06 AM,20.392,76.714,,,
692,06/27/22 11:08:06 AM,21.298,76.698,,,
693,06/27/22 12:08:06 PM,21.847,75.052,,,
694,06/27/22 01:08:06 PM,22.206,75.268,,,
695,06/27/22 02:08:06 PM,22.805,75.184,,,
696,06/27/22 03:08:06 PM,23.405,75.071,,,
697,06/27/22 04:08:06 PM,23.910,74.238,,,
698,06/27/22 05:08:06 PM,24.248,73.894,,,
699,06/27/22 06:08:06 PM,24.465,73.761,,,
700,06/27/22 07:08:06 PM,23.790,75.990,,,
701,06/27/22 08:08:06 PM,22.997,77.131,,,
702,06/27/22 09:08:06 PM,21.895,78.766,,,
703,06/27/22 10:08:06 PM,19.797,82.710,,,
704,06/27/22 11:08:06 PM,18.441,84.782,,,
705,06/28/22 12:08:06 AM,17.466,84.888,,,
706,06/28/22 01:08:06 AM,16.990,86.276,,,
707,06/28/22 02:08:06 AM,16.752,85.596,,,
708,06/28/22 03:08:06 AM,16.418,85.790,,,
709,06/28/22 04:08:06 AM,16.204,85.469,,,
710,06/28/22 05:08:06 AM,15.942,86.139,,,
711,06/28/22 06:08:06 AM,16.132,84.800,,,
712,06/28/22 07:08:06 AM,16.752,80.956,,,
713,06/28/22 08:08:06 AM,17.371,81.341,,,
714,06/28/22 09:08:06 AM,18.750,79.264,,,
715,06/28/22 10:08:06 AM,20.368,76.652,,,
716,06/28/22 11:08:06 AM,21.298,75.865,,,
717,06/28/22 12:08:06 PM,21.895,74.888,,,
718,06/28/22 01:08:06 PM,22.182,75.437,,,
719,06/28/22 02:08:06 PM,22.853,75.049,,,
720,06/28/22 03:08:06 PM,23.405,74.314,,,
721,06/28/22 04:08:06 PM,23.958,73.750,,,
722,06/28/22 05:08:06 PM,24.248,73.953,,,
723,06/28/22 06:08:06 PM,24.465,73.408,,,
724,06/28/22 07:08:06 PM,23.790,75.845,,,
725,06/28/22 08:08:06 PM,23.093,76.920,,,
726,06/28/22 09:08:06 PM,21.895,78.366,,,
727,06/28/22 10:08:06 PM,19.821,82.380,,,
728,06/28/22 11:08:06 PM,18.488,84.353,,,
729,06/29/22 12:08:06 AM,17.561,84.581,,,
730,06/29/22 01:08:06 AM,16.990,85.542,,,
731,06/29/22 02:08:06 AM,16.752,85.324,,,
732,06/29/22 03:08:06 AM,16.418,85.654,,,
733,06/29/22 04:08:06 AM,16.180,85.572,,,
734,06/29/22 05:08:06 AM,15.942,86.112,,,
735,06/29/22 06:08:06 AM,16.132,84.664,,,
736,06/29/22 07:08:06 AM,16.752,80.706,,,
737,06/29/22 08:08:06 AM,17.371,80.897,,,
738,06/29/22 09:08:06 AM,18.750,78.954,,,
739,06/29/22 10:08:06 AM,20.368,76.738,,,
740,06/29/22 11:08:06 AM,21.298,76.067,,,
741,06/29/22 12:08:06 PM,21.776,74.343,,,
742,06/29/22 01:08:06 PM,22.206,75.094,,,
743,06/29/22 02:08:06 PM,22.829,74.986,,,
744,06/29/22 03:08:06 PM,23.477,74.270,,,
745,06/29/22 04:08:06 PM,23.958,73.692,,,
746,06/29/22 05:08:06 PM,24.296,73.552,,,
747,06/29/22 06:08:06 PM,24.417,73.252,,,
748,06/29/22 07:08:06 PM,23.790,75.467,,,
749,06/29/22 08:08:06 PM,23.069,76.799,,,
750,06/29/22 09:08:06 PM,21.919,78.400,,,
751,06/29/22 10:08:06 PM,19.844,82.609,,,
752,06/29/22 11:08:06 PM,18.465,84.376,,,
753,06/30/22 12:08:06 AM,17.489,84.428,,,
754,06/30/22 01:08:06 AM,17.037,85.635,,,
755,06/30/22 02:08:06 AM,16.775,85.111,,,
756,06/30/22 03:08:06 AM,16.418,85.355,,,
757,06/30/22 04:08:06 AM,16.156,85.675,,,
758,06/30/22 05:08:06 AM,15.942,86.274,,,
759,06/30/22 06:08:06 AM,16.132,84.037,,,
760,06/30/22 07:08:06 AM,16.775,80.906,,,
761,06/30/22 08:08:06 AM,17.371,81.230,,,
762,06/30/22 09:08:06 AM,18.726,79.118,,,
763,06/30/22 10:08:06 AM,20.463,76.414,,,
764,06/30/22 11:08:06 AM,21.322,76.043,,,
765,06/30/22 12:08:06 PM,21.823,74.353,,,
766,06/30/22 01:08:06 PM,22.278,74.674,,,
767,06/30/22 02:08:06 PM,22.901,74.652,,,
768,06/30/22 03:08:06 PM,23.477,74.328,,,
769,06/30/22 04:08:06 PM,24.175,72.059,,,
770,06/30/22 05:08:06 PM,24.344,72.915,,,
771,06/30/22 06:08:06 PM,24.537,72.717,,,
772,06/30/22 07:08:06 PM,23.838,75.477,,,
773,06/30/22 08:08:06 PM,23.045,76.650,,,
774,06/30/22 09:08:06 PM,21.919,78.200,,,
775,06/30/22 10:08:06 PM,19.892,81.642,,,
776,06/30/22 11:08:06 PM,18.441,84.205,,,
777,07/01/22 12:08:06 AM,17.489,84.373,,,
778,07/01/22 01:08:06 AM,17.085,85.183,,,
779,07/01/22 02:08:06 AM,16.752,85.460,,,
780,07/01/22 03:08:06 AM,16.466,85.258,,,
781,07/01/22 04:08:06 AM,16.180,85.300,,,
782,07/01/22 05:08:06 AM,15.894,85.722,,,
783,07/01/22 06:08:06 AM,16.108,84.250,,,
784,07/01/22 07:08:06 AM,16.799,80.661,,,
785,07/01/22 08:08:06 AM,17.394,81.346,,,
786,07/01/22 09:08:06 AM,18.750,79.011,,,
787,07/01/22 10:08:06 AM,20.463,76.643,,,
788,07/01/22 11:08:06 AM,21.298,76.095,,,
789,07/01/22 12:08:06 PM,21.943,74.405,,,
790,07/01/22 01:08:06 PM,22.350,75.065,,,
791,07/01/22 02:08:06 PM,22.925,74.540,,,
792,07/01/22 03:08:06 PM,23.501,74.333,,,
793,07/01/22 04:08:06 PM,23.982,73.579,,,
794,07/01/22 05:08:06 PM,24.296,73.288,,,
795,07/01/22 06:08:06 PM,24.465,73.085,,,
796,07/01/22 07:08:06 PM,23.814,75.443,,,
797,07/01/22 08:08:06 PM,23.045,76.823,,,
798,07/01/22 09:08:06 PM,21.895,78.024,,,
799,07/01/22 10:08:06 PM,19.773,82.565,,,
800,07/01/22 11:08:06 PM,18.512,84.028,,,
801,07/02/22 12:08:06 AM,17.513,84.543,,,
802,07/02/22 01:08:06 AM,17.085,85.727,,,
803,07/02/22 02:08:06 AM,16.823,85.204,,,
804,07/02/22 03:08:06 AM,16.490,85.182,,,
805,07/02/22 04:08:06 AM,16.204,85.279,,,
806,07/02/22 05:08:06 AM,15.918,85.456,,,
807,07/02/22 06:08:06 AM,16.156,83.742,,,
808,07/02/22 07:08:06 AM,16.799,80.939,,,
809,07/02/22 08:08:06 AM,17.394,81.402,,,
810,07/02/22 09:08:06 AM,18.774,78.960,,,
811,07/02/22 10:08:06 AM,20.416,76.232,,,
812,07/02/22 11:08:06 AM,21.298,75.836,,,
813,07/02/22 12:08:06 PM,21.919,74.400,,,
814,07/02/22 01:08:06 PM,22.278,74.877,,,
815,07/02/22 02:08:06 PM,22.925,74.424,,,
816,07/02/22 03:08:06 PM,23.525,74.367,,,
817,07/02/22 04:08:06 PM,23.982,73.579,,,
818,07/02/22 05:08:06 PM,24.272,73.107,,,
819,07/02/22 06:08:06 PM,24.513,72.624,,,
820,07/02/22 07:08:06 PM,23.838,75.244,,,
821,07/02/22 08:08:06 PM,23.069,76.597,,,
822,07/02/22 09:08:06 PM,21.871,77.589,,,
823,07/02/22 10:08:06 PM,19.773,81.812,,,
824,07/02/22 11:08:06 PM,18.465,84.155,,,
825,07/03/22 12:08:06 AM,17.513,84.516,,,
826,07/03/22 01:08:06 AM,17.085,85.836,,,
827,07/03/22 02:08:06 AM,16.775,85.057,,,
828,07/03/22 03:08:06 AM,16.394,85.513,,,
829,07/03/22 04:08:06 AM,16.108,85.501,,,
830,07/03/22 05:08:06 AM,16.037,85.755,,,
831,07/03/22 06:08:06 AM,16.108,84.059,,,
832,07/03/22 07:08:06 AM,16.823,80.277,,,
833,07/03/22 08:08:06 AM,17.394,80.512,,,
834,07/03/22 09:08:06 AM,18.798,78.767,,,
835,07/03/22 10:08:06 AM,20.416,76.175,,,
836,07/03/22 11:08:06 AM,21.346,75.501,,,
837,07/03/22 12:08:06 PM,21.871,73.810,,,
838,07/03/22 01:08:06 PM,22.278,74.819,,,
839,07/03/22 02:08:06 PM,22.925,74.395,,,
840,07/03/22 03:08:06 PM,23.958,71.221,,,
841,07/03/22 04:08:06 PM,24.103,71.779,,,
842,07/03/22 05:08:06 PM,24.368,72.184,,,
843,07/03/22 06:08:06 PM,24.561,72.102,,,
844,07/03/22 07:08:06 PM,23.886,74.525,,,
845,07/03/22 08:08:06 PM,23.165,75.807,,,
846,07/03/22 09:08:06 PM,21.919,77.657,,,
847,07/03/22 10:08:06 PM,19.797,81.369,,,
848,07/03/22 11:08:06 PM,18.536,83.372,,,
849,07/04/22 12:08:06 AM,17.489,84.072,,,
850,07/04/22 01:08:06 AM,17.085,84.691,,,
851,07/04/22 02:08:06 AM,16.728,84.336,,,
852,07/04/22 03:08:06 AM,16.442,84.462,,,
853,07/04/22 04:08:06 AM,16.156,84.751,,,
854,07/04/22 05:08:06 AM,15.918,85.294,,,
855,07/04/22 06:08:06 AM,16.132,83.161,,,
856,07/04/22 07:08:06 AM,16.847,79.642,,,
857,07/04/22 08:08:06 AM,17.394,79.815,,,
858,07/04/22 09:08:06 AM,18.940,77.525,,,
859,07/04/22 10:08:06 AM,20.511,74.988,,,
860,07/04/22 11:08:06 AM,21.465,73.992,,,
861,07/04/22 12:08:06 PM,22.015,72.877,,,
862,07/04/22 01:08:06 PM,22.421,73.510,,,
863,07/04/22 02:08:06 PM,23.045,73.164,,,
864,07/04/22 03:08:06 PM,23.645,72.840,,,
865,07/04/22 04:08:06 PM,24.151,72.407,,,
866,07/04/22 05:08:06 PM,24.368,71.977,,,
867,07/04/22 06:08:06 PM,24.610,71.816,,,
868,07/04/22 07:08:06 PM,23.886,74.438,,,
869,07/04/22 08:08:06 PM,23.165,75.517,,,
870,07/04/22 09:08:06 PM,21.847,77.813,,,
871,07/04/22 10:08:06 PM,19.773,81.168,,,
872,07/04/22 11:08:06 PM,18.584,83.050,,,
873,07/05/22 12:08:06 AM,17.489,83.715,,,
874,07/05/22 01:08:06 AM,17.085,84.637,,,
875,07/05/22 02:08:06 AM,16.799,84.243,,,
876,07/05/22 03:08:06 AM,16.418,84.593,,,
877,07/05/22 04:08:06 AM,16.156,84.751,,,
878,07/05/22 05:08:06 AM,15.942,84.566,,,
879,07/05/22 06:08:06 AM,16.132,83.271,,,
880,07/05/22 07:08:06 AM,16.847,79.447,,,
881,07/05/22 08:08:06 AM,17.466,79.103,,,
882,07/05/22 09:08:06 AM,18.964,77.700,,,
883,07/05/22 10:08:06 AM,20.511,74.931,,,
884,07/05/22 11:08:06 AM,21.441,74.132,,,
885,07/05/22 12:08:06 PM,22.086,72.833,,,
886,07/05/22 01:08:06 PM,22.469,73.607,,,
887,07/05/22 02:08:06 PM,23.045,73.164,,,
888,07/05/22 03:08:06 PM,23.597,73.358,,,
889,07/05/22 04:08:06 PM,24.127,72.462,,,
890,07/05/22 05:08:06 PM,24.465,71.907,,,
891,07/05/22 06:08:06 PM,24.634,72.086,,,
892,07/05/22 07:08:06 PM,23.862,74.345,,,
893,07/05/22 08:08:06 PM,23.165,75.401,,,
894,07/05/22 09:08:06 PM,21.943,77.232,,,
895,07/05/22 10:08:06 PM,19.797,82.012,,,
896,07/05/22 11:08:06 PM,18.584,82.884,,,
897,07/06/22 12:08:06 AM,17.489,83.522,,,
898,07/06/22 01:08:06 AM,17.133,84.484,,,
899,07/06/22 02:08:06 AM,16.799,84.353,,,
900,07/06/22 03:08:06 AM,16.442,84.571,,,
901,07/06/22 04:08:06 AM,16.180,84.729,,,
902,07/06/22 05:08:06 AM,15.942,84.865,,,
903,07/06/22 06:08:06 AM,16.108,83.101,,,
904,07/06/22 07:08:06 AM,16.847,79.447,,,
905,07/06/22 08:08:06 AM,17.442,79.686,,,
906,07/06/22 09:08:06 AM,18.893,77.289,,,
907,07/06/22 10:08:06 AM,20.535,74.849,,,
908,07/06/22 11:08:06 AM,21.465,74.340,,,
909,07/06/22 12:08:06 PM,21.919,72.392,,,
910,07/06/22 01:08:06 PM,22.350,73.729,,,
911,07/06/22 02:08:06 PM,23.045,73.017,,,
912,07/06/22 03:08:06 PM,23.669,72.551,,,
913,07/06/22 04:08:06 PM,24.103,72.545,,,
914,07/06/22 05:08:06 PM,24.489,71.852,,,
915,07/06/22 06:08:06 PM,24.682,71.741,,,
916,07/06/22 07:08:06 PM,23.910,74.501,,,
917,07/06/22 08:08:06 PM,23.309,75.052,,,
918,07/06/22 09:08:06 PM,21.991,77.184,,,
919,07/06/22 10:08:06 PM,19.773,81.280,,,
920,07/06/22 11:08:06 PM,18.465,83.190,,,
921,07/07/22 12:08:06 AM,17.537,83.368,,,
922,07/07/22 01:08:06 AM,17.133,84.566,,,
923,07/07/22 02:08:06 AM,16.799,84.216,,,
924,07/07/22 03:08:06 AM,16.442,84.326,,,
925,07/07/22 04:08:06 AM,16.156,84.424,,,
926,07/07/22 05:08:06 AM,16.061,84.729,,,
927,07/07/22 06:08:06 AM,16.228,83.402,,,
928,07/07/22 07:08:06 AM,16.871,79.340,,,
929,07/07/22 08:08:06 AM,17.513,79.925,,,
930,07/07/22 09:08:06 AM,18.917,78.426,,,
931,07/07/22 10:08:06 AM,20.535,75.137,,,
932,07/07/22 11:08:06 AM,21.465,74.108,,,
933,07/07/22 12:08:06 PM,24.634,57.392,,,
934,07/07/22 01:08:06 PM,24.610,54.235,,,
935,07/07/22 02:08:06 PM,25.506,51.676,,,
936,07/07/22 03:08:06 PM,30.552,34.710,,,
937,07/07/22 04:08:06 PM,24.248,47.591,,,
938,07/07/22 05:08:06 PM,23.958,48.832,,,
939,07/07/22 06:08:06 PM,23.958,49.278,,,
940,07/07/22 07:08:06 PM,24.151,51.145,,,
941,07/07/22 08:08:06 PM,23.958,49.087,,,
942,07/07/22 09:08:06 PM,24.320,47.568,,,
943,07/07/22 10:08:06 PM,23.693,47.073,,,
944,07/07/22 11:08:06 PM,23.405,48.028,,,
945,07/08/22 12:08:06 AM,23.213,48.226,,,
946,07/08/22 01:08:06 AM,23.093,47.765,,,
947,07/08/22 02:08:06 AM,22.949,47.619,,,
948,07/08/22 03:08:06 AM,22.853,48.340,,,
949,07/08/22 04:08:06 AM,22.757,48.582,,,
950,07/08/22 05:08:06 AM,22.685,48.954,,,
951,07/08/22 06:08:06 AM,22.613,48.976,,,
952,07/08/22 07:08:06 AM,22.613,49.547,,,
953,07/08/22 08:08:06 AM,22.613,49.420,,,
954,07/08/22 09:08:06 AM,22.949,48.765,,,
955,07/08/22 10:08:06 AM,22.973,50.101,,,
956,07/08/22 11:08:06 AM,22.997,51.368,,,
957,07/08/22 12:08:06 PM,23.141,50.693,,,
958,07/08/22 01:08:06 PM,23.285,49.190,,,
959,07/08/22 02:08:06 PM,23.309,48.971,,,
960,07/08/22 03:08:06 PM,23.237,48.834,,,
961,07/08/22 04:08:06 PM,23.189,48.796,,,
962,07/08/22 05:08:06 PM,24.948,43.676,,,
