DateTime,Temp
5/31/22 13:00,25.61
5/31/22 14:00,40.53
5/31/22 15:00,42.878
5/31/22 16:00,43.601
5/31/22 17:00,44.211
5/31/22 18:00,44.58
5/31/22 19:00,44.457
5/31/22 20:00,39.389
5/31/22 21:00,37.824
5/31/22 22:00,30.255
5/31/22 23:00,24.158
6/1/22 0:00,23.004
6/1/22 1:00,21.569
6/1/22 2:00,21.473
6/1/22 3:00,20.615
6/1/22 4:00,20.138
6/1/22 5:00,19.758
6/1/22 6:00,19.282
6/1/22 7:00,22.812
6/1/22 8:00,27.468
6/1/22 9:00,28.754
6/1/22 10:00,35.649
6/1/22 11:00,37.935
6/1/22 12:00,39.276
6/1/22 13:00,40.185
6/1/22 14:00,41.225
6/1/22 15:00,42.401
6/1/22 16:00,43.359
6/1/22 17:00,43.966
6/1/22 18:00,44.211
6/1/22 19:00,43.966
6/1/22 20:00,38.826
6/1/22 21:00,37.384
6/1/22 22:00,29.953
6/1/22 23:00,24.062
6/2/22 0:00,23.004
6/2/22 1:00,21.569
6/2/22 2:00,21.473
6/2/22 3:00,20.615
6/2/22 4:00,20.138
6/2/22 5:00,19.662
6/2/22 6:00,19.282
6/2/22 7:00,22.525
6/2/22 8:00,27.37
6/2/22 9:00,28.655
6/2/22 10:00,35.542
6/2/22 11:00,37.714
6/2/22 12:00,39.276
6/2/22 13:00,40.3
6/2/22 14:00,41.692
6/2/22 15:00,41.575
6/2/22 16:00,42.639
6/2/22 17:00,43.723
6/2/22 18:00,43.966
6/2/22 19:00,43.601
6/2/22 20:00,38.602
6/2/22 21:00,37.165
6/2/22 22:00,29.853
6/2/22 23:00,24.062
6/3/22 0:00,23.004
6/3/22 1:00,21.569
6/3/22 2:00,21.473
6/3/22 3:00,20.615
6/3/22 4:00,20.138
6/3/22 5:00,19.758
6/3/22 6:00,19.282
6/3/22 7:00,22.621
6/3/22 8:00,26.292
6/3/22 9:00,27.665
6/3/22 10:00,34.585
6/3/22 11:00,36.837
6/3/22 12:00,38.268
6/3/22 13:00,39.615
6/3/22 14:00,39.729
6/3/22 15:00,42.639
6/3/22 16:00,43.359
6/3/22 17:00,43.723
6/3/22 18:00,43.966
6/3/22 19:00,43.723
6/3/22 20:00,38.714
6/3/22 21:00,37.165
6/3/22 22:00,29.752
6/3/22 23:00,24.158
6/4/22 0:00,23.004
6/4/22 1:00,21.569
6/4/22 2:00,21.473
6/4/22 3:00,20.615
6/4/22 4:00,20.138
6/4/22 5:00,19.758
6/4/22 6:00,19.282
6/4/22 7:00,22.333
6/4/22 8:00,27.075
6/4/22 9:00,28.357
6/4/22 10:00,35.756
6/4/22 11:00,37.824
6/4/22 12:00,39.615
6/4/22 13:00,40.53
6/4/22 14:00,41.458
6/4/22 15:00,42.639
6/4/22 16:00,43.118
6/4/22 17:00,43.844
6/4/22 18:00,43.966
6/4/22 19:00,43.844
6/4/22 20:00,38.268
6/4/22 21:00,36.837
6/4/22 22:00,29.552
6/4/22 23:00,24.158
6/5/22 0:00,23.004
6/5/22 1:00,21.569
6/5/22 2:00,21.473
6/5/22 3:00,20.615
6/5/22 4:00,20.138
6/5/22 5:00,19.662
6/5/22 6:00,19.282
6/5/22 7:00,22.142
6/5/22 8:00,25.805
6/5/22 9:00,27.272
6/5/22 10:00,35.542
6/5/22 11:00,37.824
6/5/22 12:00,39.05
6/5/22 13:00,40.3
6/5/22 14:00,41.928
6/5/22 15:00,42.758
6/5/22 16:00,43.48
6/5/22 17:00,44.089
6/5/22 18:00,44.334
6/5/22 19:00,44.089
6/5/22 20:00,38.826
6/5/22 21:00,37.384
6/5/22 22:00,29.853
6/5/22 23:00,24.158
6/6/22 0:00,23.004
6/6/22 1:00,21.569
6/6/22 2:00,21.473
6/6/22 3:00,20.615
6/6/22 4:00,20.138
6/6/22 5:00,19.758
6/6/22 6:00,19.282
6/6/22 7:00,22.525
6/6/22 8:00,27.665
6/6/22 9:00,28.953
6/6/22 10:00,36.079
6/6/22 11:00,36.62
6/6/22 12:00,39.729
6/6/22 13:00,40.992
6/6/22 14:00,42.046
6/6/22 15:00,42.998
6/6/22 16:00,43.723
6/6/22 17:00,44.334
6/6/22 18:00,44.58
6/6/22 19:00,44.334
6/6/22 20:00,39.163
6/6/22 21:00,37.604
6/6/22 22:00,30.054
6/6/22 23:00,24.158
6/7/22 0:00,23.1
6/7/22 1:00,21.664
6/7/22 2:00,21.473
6/7/22 3:00,20.615
6/7/22 4:00,20.138
6/7/22 5:00,19.758
6/7/22 6:00,19.377
6/7/22 7:00,22.621
6/7/22 8:00,27.665
6/7/22 9:00,29.152
6/7/22 10:00,35.971
6/7/22 11:00,38.268
6/7/22 12:00,40.071
6/7/22 13:00,41.341
6/7/22 14:00,42.52
6/7/22 15:00,43.359
6/7/22 16:00,43.966
6/7/22 17:00,44.704
6/7/22 18:00,44.952
6/7/22 19:00,44.704
6/7/22 20:00,39.502
6/7/22 21:00,38.046
6/7/22 22:00,30.255
6/7/22 23:00,24.158
6/8/22 0:00,23.1
6/8/22 1:00,21.664
6/8/22 2:00,21.473
6/8/22 3:00,20.615
6/8/22 4:00,20.138
6/8/22 5:00,19.758
6/8/22 6:00,19.377
6/8/22 7:00,22.812
6/8/22 8:00,27.862
6/8/22 9:00,29.352
6/8/22 10:00,36.295
6/8/22 11:00,38.49
6/8/22 12:00,39.957
6/8/22 13:00,41.341
6/8/22 14:00,42.401
6/8/22 15:00,43.359
6/8/22 16:00,44.089
6/8/22 17:00,44.704
6/8/22 18:00,44.952
6/8/22 19:00,44.704
6/8/22 20:00,39.502
6/8/22 21:00,37.935
6/8/22 22:00,30.255
6/8/22 23:00,24.158
6/9/22 0:00,23.1
6/9/22 1:00,21.664
6/9/22 2:00,21.569
6/9/22 3:00,20.615
6/9/22 4:00,20.138
6/9/22 5:00,19.758
6/9/22 6:00,19.377
6/9/22 7:00,22.812
6/9/22 8:00,27.862
6/9/22 9:00,29.352
6/9/22 10:00,36.295
6/9/22 11:00,38.49
6/9/22 12:00,40.071
6/9/22 13:00,39.389
6/9/22 14:00,42.282
6/9/22 15:00,43.118
6/9/22 16:00,43.844
6/9/22 17:00,44.58
6/9/22 18:00,44.828
6/9/22 19:00,44.457
6/9/22 20:00,39.389
6/9/22 21:00,37.824
6/9/22 22:00,30.154
6/9/22 23:00,24.158
6/10/22 0:00,23.1
6/10/22 1:00,21.664
6/10/22 2:00,21.473
6/10/22 3:00,20.615
6/10/22 4:00,20.138
6/10/22 5:00,19.758
6/10/22 6:00,19.377
6/10/22 7:00,22.717
6/10/22 8:00,27.764
6/10/22 9:00,29.252
6/10/22 10:00,35.971
6/10/22 11:00,38.157
6/10/22 12:00,39.843
6/10/22 13:00,41.108
6/10/22 14:00,42.282
6/10/22 15:00,43.238
6/10/22 16:00,43.966
6/10/22 17:00,44.704
6/10/22 18:00,44.952
6/10/22 19:00,44.704
6/10/22 20:00,39.276
6/10/22 21:00,37.824
6/10/22 22:00,30.054
6/10/22 23:00,24.158
6/11/22 0:00,23.004
6/11/22 1:00,21.569
6/11/22 2:00,21.473
6/11/22 3:00,20.615
6/11/22 4:00,20.138
6/11/22 5:00,19.758
6/11/22 6:00,19.377
6/11/22 7:00,22.717
6/11/22 8:00,27.862
6/11/22 9:00,29.252
6/11/22 10:00,35.971
6/11/22 11:00,38.379
6/11/22 12:00,39.729
6/11/22 13:00,41.341
6/11/22 14:00,42.52
6/11/22 15:00,43.48
6/11/22 16:00,44.089
6/11/22 17:00,44.828
6/11/22 18:00,45.076
6/11/22 19:00,44.828
6/11/22 20:00,39.729
6/11/22 21:00,37.935
6/11/22 22:00,30.255
6/11/22 23:00,24.158
6/12/22 0:00,23.004
6/12/22 1:00,21.664
6/12/22 2:00,21.473
6/12/22 3:00,20.615
6/12/22 4:00,20.138
6/12/22 5:00,19.758
6/12/22 6:00,19.377
6/12/22 7:00,22.717
6/12/22 8:00,27.862
6/12/22 9:00,29.252
6/12/22 10:00,36.079
6/12/22 11:00,38.268
6/12/22 12:00,39.843
6/12/22 13:00,41.108
6/12/22 14:00,42.52
6/12/22 15:00,43.48
6/12/22 16:00,44.211
6/12/22 17:00,44.704
6/12/22 18:00,45.201
6/12/22 19:00,44.952
6/12/22 20:00,39.615
6/12/22 21:00,37.935
6/12/22 22:00,30.255
6/12/22 23:00,24.158
6/13/22 0:00,23.1
6/13/22 1:00,21.569
6/13/22 2:00,21.473
6/13/22 3:00,20.615
6/13/22 4:00,20.138
6/13/22 5:00,19.758
6/13/22 6:00,19.377
6/13/22 7:00,22.717
6/13/22 8:00,27.862
6/13/22 9:00,29.352
6/13/22 10:00,35.328
6/13/22 11:00,38.602
6/13/22 12:00,40.071
6/13/22 13:00,41.458
6/13/22 14:00,42.52
6/13/22 15:00,43.601
6/13/22 16:00,44.211
6/13/22 17:00,44.952
6/13/22 18:00,45.201
6/13/22 19:00,44.828
6/13/22 20:00,39.615
6/13/22 21:00,38.157
6/13/22 22:00,30.255
6/13/22 23:00,24.158
6/14/22 0:00,23.004
6/14/22 1:00,21.569
6/14/22 2:00,21.473
6/14/22 3:00,20.615
6/14/22 4:00,20.138
6/14/22 5:00,19.758
6/14/22 6:00,19.472
6/14/22 7:00,22.717
6/14/22 8:00,27.862
6/14/22 9:00,29.252
6/14/22 10:00,36.295
6/14/22 11:00,38.602
6/14/22 12:00,40.185
6/14/22 13:00,41.458
6/14/22 14:00,41.341
6/14/22 15:00,42.878
6/14/22 16:00,44.089
6/14/22 17:00,44.58
6/14/22 18:00,44.828
6/14/22 19:00,44.828
6/14/22 20:00,39.502
6/14/22 21:00,37.604
6/14/22 22:00,30.154
6/14/22 23:00,24.255
6/15/22 0:00,23.1
6/15/22 1:00,21.664
6/15/22 2:00,21.473
6/15/22 3:00,20.71
6/15/22 4:00,20.234
6/15/22 5:00,19.758
6/15/22 6:00,19.377
6/15/22 7:00,22.717
6/15/22 8:00,27.764
6/15/22 9:00,29.252
6/15/22 10:00,36.295
6/15/22 11:00,38.602
6/15/22 12:00,39.502
6/15/22 13:00,40.761
6/15/22 14:00,41.928
6/15/22 15:00,42.878
6/15/22 16:00,43.844
6/15/22 17:00,44.211
6/15/22 18:00,44.704
6/15/22 19:00,44.334
6/15/22 20:00,39.05
6/15/22 21:00,37.384
6/15/22 22:00,29.853
6/15/22 23:00,24.158
6/16/22 0:00,23.004
6/16/22 1:00,21.569
6/16/22 2:00,21.473
6/16/22 3:00,20.615
6/16/22 4:00,20.138
6/16/22 5:00,19.758
6/16/22 6:00,19.377
6/16/22 7:00,22.525
6/16/22 8:00,27.37
6/16/22 9:00,28.853
6/16/22 10:00,34.903
6/16/22 11:00,27.272
6/16/22 12:00,25.61
6/16/22 13:00,37.165
6/16/22 14:00,38.268
6/16/22 15:00,39.389
6/16/22 16:00,40.185
6/16/22 17:00,40.645
6/16/22 18:00,40.876
6/16/22 19:00,40.645
6/16/22 20:00,36.946
6/16/22 21:00,35.222
6/16/22 22:00,28.754
6/16/22 23:00,24.158
6/17/22 0:00,23.004
6/17/22 1:00,21.569
6/17/22 2:00,21.473
6/17/22 3:00,20.615
6/17/22 4:00,20.138
6/17/22 5:00,19.758
6/17/22 6:00,19.282
6/17/22 7:00,21.378
6/17/22 8:00,24.931
6/17/22 9:00,26.39
6/17/22 10:00,31.778
6/17/22 11:00,34.058
6/17/22 12:00,35.756
6/17/22 13:00,37.165
6/17/22 14:00,38.268
6/17/22 15:00,39.163
6/17/22 16:00,40.071
6/17/22 17:00,40.761
6/17/22 18:00,40.992
6/17/22 19:00,40.645
6/17/22 20:00,36.837
6/17/22 21:00,35.222
6/17/22 22:00,28.754
6/17/22 23:00,24.062
6/18/22 0:00,23.004
6/18/22 1:00,21.569
6/18/22 2:00,21.473
6/18/22 3:00,20.615
6/18/22 4:00,20.138
6/18/22 5:00,19.758
6/18/22 6:00,19.377
6/18/22 7:00,21.378
6/18/22 8:00,24.931
6/18/22 9:00,26.488
6/18/22 10:00,31.88
6/18/22 11:00,33.953
6/18/22 12:00,35.756
6/18/22 13:00,37.055
6/18/22 14:00,38.268
6/18/22 15:00,39.163
6/18/22 16:00,40.071
6/18/22 17:00,40.761
6/18/22 18:00,40.992
6/18/22 19:00,40.645
6/18/22 20:00,36.837
6/18/22 21:00,35.115
6/18/22 22:00,28.754
6/18/22 23:00,24.158
6/19/22 0:00,23.004
6/19/22 1:00,21.569
6/19/22 2:00,21.473
6/19/22 3:00,20.615
6/19/22 4:00,20.138
6/19/22 5:00,19.758
6/19/22 6:00,19.282
6/19/22 7:00,21.378
6/19/22 8:00,24.835
6/19/22 9:00,26.292
6/19/22 10:00,31.676
6/19/22 11:00,33.953
6/19/22 12:00,35.649
6/19/22 13:00,37.055
6/19/22 14:00,38.157
6/19/22 15:00,39.163
6/19/22 16:00,40.071
6/19/22 17:00,40.645
6/19/22 18:00,40.876
6/19/22 19:00,40.645
6/19/22 20:00,36.728
6/19/22 21:00,35.115
6/19/22 22:00,28.853
6/19/22 23:00,24.158
6/20/22 0:00,22.908
6/20/22 1:00,21.569
6/20/22 2:00,21.473
6/20/22 3:00,20.615
6/20/22 4:00,20.043
6/20/22 5:00,19.758
6/20/22 6:00,19.282
6/20/22 7:00,21.378
6/20/22 8:00,24.835
6/20/22 9:00,26.292
6/20/22 10:00,31.574
6/20/22 11:00,34.058
6/20/22 12:00,35.649
6/20/22 13:00,37.055
6/20/22 14:00,38.268
6/20/22 15:00,39.276
6/20/22 16:00,40.071
6/20/22 17:00,40.645
6/20/22 18:00,40.992
6/20/22 19:00,40.645
6/20/22 20:00,36.837
6/20/22 21:00,35.115
6/20/22 22:00,28.853
6/20/22 23:00,24.158
6/21/22 0:00,23.004
6/21/22 1:00,21.473
6/21/22 2:00,21.473
6/21/22 3:00,20.615
6/21/22 4:00,20.043
6/21/22 5:00,19.758
6/21/22 6:00,19.377
6/21/22 7:00,21.378
6/21/22 8:00,24.835
6/21/22 9:00,26.39
6/21/22 10:00,31.778
6/21/22 11:00,34.058
6/21/22 12:00,35.756
6/21/22 13:00,37.055
6/21/22 14:00,38.379
6/21/22 15:00,39.389
6/21/22 16:00,40.185
6/21/22 17:00,40.761
6/21/22 18:00,40.992
6/21/22 19:00,40.645
6/21/22 20:00,36.837
6/21/22 21:00,35.222
6/21/22 22:00,28.853
6/21/22 23:00,24.062
6/22/22 0:00,22.908
6/22/22 1:00,21.569
6/22/22 2:00,21.473
