"Plot Title: JR_R2_NH_1_4"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10946911, SEN S/N: 10946911, LBL: Temp C)","RH, % (LGR S/N: 10946911, SEN S/N: 10946911, LBL: RH%)","DewPt, °C (LGR S/N: 10946911, SEN S/N: 10946911)","Safe Shutdown - Low Battery (LGR S/N: 10946911)","Stopped (LGR S/N: 10946911)","End Of File (LGR S/N: 10946911)"
953,07/09/22 02:09:23 AM,16.728,1.000,-39.753,,,
954,07/09/22 03:09:23 AM,16.609,1.000,-39.826,,,
955,07/09/22 04:09:23 AM,16.204,1.000,-40.071,,,
956,07/09/22 05:09:23 AM,15.965,1.000,-40.216,,,
957,07/09/22 06:09:23 AM,15.679,1.000,-40.390,,,
958,07/09/22 07:09:23 AM,16.680,1.000,-39.782,,,
959,07/09/22 08:09:23 AM,18.917,1.000,-38.429,,,
960,07/09/22 09:09:23 AM,21.059,1.000,-37.138,,,
961,07/09/22 10:09:23 AM,22.445,1.018,-36.126,,,
962,07/09/22 11:09:23 AM,23.285,1.032,-35.485,,,
963,07/09/22 12:09:23 PM,23.790,1.041,-35.100,,,
964,07/09/22 01:09:23 PM,23.790,1.041,-35.100,,,
965,07/09/22 02:09:23 PM,24.706,1.056,-34.401,,,
966,07/09/22 03:09:23 PM,24.876,1.059,-34.272,,,
967,07/09/22 04:09:23 PM,24.344,1.050,-34.677,,,
968,07/09/22 05:09:23 PM,24.489,1.053,-34.567,,,
969,07/09/22 06:09:23 PM,24.610,1.055,-34.475,,,
970,07/09/22 07:09:23 PM,24.561,1.054,-34.512,,,
971,07/09/22 08:09:23 PM,24.320,1.050,-34.696,,,
972,07/09/22 09:09:23 PM,23.021,1.028,-35.687,,,
973,07/09/22 10:09:23 PM,21.322,1.000,-36.980,,,
974,07/09/22 11:09:23 PM,18.750,1.000,-38.530,,,
975,07/10/22 12:09:23 AM,17.989,1.000,-38.990,,,
976,07/10/22 01:09:23 AM,17.156,1.000,-39.494,,,
977,07/10/22 02:09:23 AM,16.775,1.000,-39.725,,,
978,07/10/22 03:09:23 AM,16.609,1.000,-39.826,,,
979,07/10/22 04:09:23 AM,16.251,1.000,-40.042,,,
980,07/10/22 05:09:23 AM,15.989,1.000,-40.201,,,
981,07/10/22 06:09:23 AM,15.751,1.000,-40.346,,,
982,07/10/22 07:09:23 AM,16.228,1.000,-40.057,,,
983,07/10/22 08:09:23 AM,17.537,1.000,-39.263,,,
984,07/10/22 09:09:23 AM,19.107,1.000,-38.314,,,
985,07/10/22 10:09:23 AM,20.225,1.000,-37.640,,,
986,07/10/22 11:09:23 AM,21.155,1.000,-37.080,,,
987,07/10/22 12:09:23 PM,21.752,1.007,-36.657,,,
988,07/10/22 01:09:23 PM,22.326,1.016,-36.218,,,
989,07/10/22 02:09:23 PM,23.597,1.038,-35.247,,,
990,07/10/22 03:09:23 PM,22.733,1.023,-35.906,,,
991,07/10/22 04:09:23 PM,23.429,1.035,-35.375,,,
992,07/10/22 05:09:23 PM,23.958,1.044,-34.971,,,
993,07/10/22 06:09:23 PM,24.175,1.047,-34.806,,,
994,07/10/22 07:09:23 PM,24.248,1.049,-34.751,,,
995,07/10/22 08:09:23 PM,24.006,1.044,-34.934,,,
996,07/10/22 09:09:23 PM,22.637,1.021,-35.980,,,
997,07/10/22 10:09:23 PM,20.964,1.000,-37.195,,,
998,07/10/22 11:09:23 PM,18.631,1.000,-38.602,,,
999,07/11/22 12:09:23 AM,18.060,1.000,-38.947,,,
1000,07/11/22 01:09:23 AM,16.942,1.000,-39.624,,,
1001,07/11/22 02:09:23 AM,16.609,1.000,-39.826,,,
1002,07/11/22 03:09:23 AM,16.394,1.000,-39.956,,,
1003,07/11/22 04:09:23 AM,16.061,1.000,-40.158,,,
1004,07/11/22 05:09:23 AM,16.061,1.000,-40.158,,,
1005,07/11/22 06:09:23 AM,15.822,1.000,-40.303,,,
1006,07/11/22 07:09:23 AM,16.156,1.000,-40.100,,,
1007,07/11/22 08:09:23 AM,17.489,1.000,-39.292,,,
1008,07/11/22 09:09:23 AM,20.821,1.000,-37.281,,,
1009,07/11/22 10:09:23 AM,21.680,1.005,-36.712,,,
1010,07/11/22 11:09:23 AM,21.059,1.000,-37.138,,,
1011,07/11/22 12:09:23 PM,21.632,1.005,-36.748,,,
1012,07/11/22 01:09:23 PM,22.182,1.014,-36.327,,,
1013,07/11/22 02:09:23 PM,22.901,1.026,-35.778,,,
1014,07/11/22 03:09:23 PM,23.477,1.036,-35.338,,,
1015,07/11/22 04:09:23 PM,24.127,1.047,-34.843,,,
1016,07/11/22 05:09:23 PM,24.610,1.055,-34.475,,,
1017,07/11/22 06:09:23 PM,24.658,1.055,-34.438,,,
1018,07/11/22 07:09:23 PM,24.731,1.057,-34.383,,,
1019,07/11/22 08:09:23 PM,24.296,1.049,-34.714,,,
1020,07/11/22 09:09:23 PM,22.901,1.026,-35.778,,,
1021,07/11/22 10:09:23 PM,21.131,1.000,-37.095,,,
1022,07/11/22 11:09:23 PM,18.726,1.000,-38.544,,,
1023,07/12/22 12:09:23 AM,18.132,1.000,-38.904,,,
1024,07/12/22 01:09:23 AM,17.014,1.000,-39.580,,,
1025,07/12/22 02:09:23 AM,16.633,1.000,-39.811,,,
1026,07/12/22 03:09:23 AM,16.490,1.000,-39.898,,,
1027,07/12/22 04:09:23 AM,16.347,1.000,-39.985,,,
1028,07/12/22 05:09:23 AM,15.918,1.000,-40.245,,,
1029,07/12/22 06:09:23 AM,15.536,1.000,-40.477,,,
1030,07/12/22 07:09:23 AM,16.037,1.000,-40.173,,,
1031,07/12/22 08:09:23 AM,17.442,1.000,-39.321,,,
1032,07/12/22 09:09:23 AM,19.107,1.000,-38.314,,,
1033,07/12/22 10:09:23 AM,20.201,1.000,-37.654,,,
1034,07/12/22 11:09:23 AM,21.155,1.000,-37.080,,,
1035,07/12/22 12:09:23 PM,23.021,1.028,-35.687,,,
1036,07/12/22 01:09:23 PM,22.206,1.014,-36.309,,,
1037,07/12/22 02:09:23 PM,24.441,1.052,-34.604,,,
1038,07/12/22 03:09:23 PM,25.264,1.066,-33.977,,,
1039,07/12/22 04:09:23 PM,26.090,1.079,-33.349,,,
1040,07/12/22 05:09:23 PM,26.628,1.089,-32.942,,,
1041,07/12/22 06:09:23 PM,26.530,1.087,-33.016,,,
1042,07/12/22 07:09:23 PM,26.676,1.089,-32.905,,,
1043,07/12/22 08:09:23 PM,26.310,1.083,-33.183,,,
1044,07/12/22 09:09:23 PM,24.561,1.054,-34.512,,,
1045,07/12/22 10:09:23 PM,22.086,1.012,-36.401,,,
1046,07/12/22 11:09:23 PM,18.798,1.000,-38.501,,,
1047,07/13/22 12:09:23 AM,17.965,1.000,-39.004,,,
1048,07/13/22 01:09:23 AM,17.156,1.000,-39.494,,,
1049,07/13/22 02:09:23 AM,17.037,1.000,-39.566,,,
1050,07/13/22 03:09:23 AM,16.752,1.000,-39.739,,,
1051,07/13/22 04:09:23 AM,16.418,1.000,-39.941,,,
1052,07/13/22 05:09:23 AM,15.989,1.000,-40.201,,,
1053,07/13/22 06:09:23 AM,15.798,1.000,-40.317,,,
1054,07/13/22 07:09:23 AM,16.752,1.000,-39.739,,,
1055,07/13/22 08:09:23 AM,18.798,1.000,-38.501,,,
1056,07/13/22 09:09:23 AM,20.964,1.000,-37.195,,,
1057,07/13/22 10:09:23 AM,22.158,1.013,-36.346,,,
1058,07/13/22 11:09:23 AM,23.742,1.040,-35.136,,,
1059,07/13/22 12:09:23 PM,24.272,1.049,-34.732,,,
1060,07/13/22 01:09:23 PM,22.254,1.015,-36.273,,,
1061,07/13/22 02:09:23 PM,23.549,1.037,-35.283,,,
1062,07/13/22 03:09:23 PM,24.441,1.052,-34.604,,,
1063,07/13/22 04:09:23 PM,24.900,1.059,-34.254,,,
1064,07/13/22 05:09:23 PM,25.142,1.064,-34.070,,,
1065,07/13/22 06:09:23 PM,25.482,1.069,-33.811,,,
1066,07/13/22 07:09:23 PM,25.458,1.069,-33.830,,,
1067,07/13/22 08:09:23 PM,25.167,1.064,-34.051,,,
1068,07/13/22 09:09:23 PM,23.597,1.038,-35.247,,,
1069,07/13/22 10:09:23 PM,21.656,1.005,-36.730,,,
1070,07/13/22 11:09:23 PM,18.798,1.000,-38.501,,,
1071,07/14/22 12:09:23 AM,17.846,1.000,-39.076,,,
1072,07/14/22 01:09:23 AM,17.180,1.000,-39.479,,,
1073,07/14/22 02:09:23 AM,16.656,1.000,-39.797,,,
1074,07/14/22 03:09:23 AM,16.466,1.000,-39.912,,,
1075,07/14/22 04:09:23 AM,16.180,1.000,-40.086,,,
1076,07/14/22 05:09:23 AM,16.180,1.000,-40.086,,,
1077,07/14/22 06:09:23 AM,15.584,1.000,-40.448,,,
1078,07/14/22 07:09:23 AM,16.442,1.000,-39.927,,,
1079,07/14/22 08:09:23 AM,18.227,1.000,-38.846,,,
1080,07/14/22 09:09:23 AM,20.344,1.000,-37.568,,,
1081,07/14/22 10:09:23 AM,21.513,1.003,-36.840,,,
1082,07/14/22 11:09:23 AM,23.766,1.040,-35.118,,,
1083,07/14/22 12:09:23 PM,24.199,1.048,-34.787,,,
1084,07/14/22 01:09:23 PM,23.982,1.044,-34.953,,,
1085,07/14/22 02:09:23 PM,24.973,1.061,-34.199,,,
1086,07/14/22 03:09:23 PM,25.822,1.075,-33.553,,,
1087,07/14/22 04:09:23 PM,26.334,1.084,-33.164,,,
1088,07/14/22 05:09:23 PM,26.652,1.089,-32.923,,,
1089,07/14/22 06:09:23 PM,26.799,1.091,-32.812,,,
1090,07/14/22 07:09:23 PM,26.848,1.092,-32.775,,,
1091,07/14/22 08:09:23 PM,26.456,1.086,-33.071,,,
1092,07/14/22 09:09:23 PM,24.755,1.057,-34.364,,,
1093,07/14/22 10:09:23 PM,22.517,1.019,-36.071,,,
1094,07/14/22 11:09:23 PM,18.869,1.000,-38.458,,,
1095,07/15/22 12:09:23 AM,17.941,1.000,-39.019,,,
1096,07/15/22 01:09:23 AM,17.252,1.000,-39.436,,,
1097,07/15/22 02:09:23 AM,16.799,1.000,-39.710,,,
1098,07/15/22 03:09:23 AM,16.752,1.000,-39.739,,,
1099,07/15/22 04:09:23 AM,16.204,1.000,-40.071,,,
1100,07/15/22 05:09:23 AM,15.989,1.000,-40.201,,,
1101,07/15/22 06:09:23 AM,15.846,1.000,-40.288,,,
1102,07/15/22 07:09:23 AM,16.680,1.000,-39.782,,,
1103,07/15/22 08:09:23 AM,18.702,1.000,-38.559,,,
1104,07/15/22 09:09:23 AM,20.964,1.000,-37.195,,,
1105,07/15/22 10:09:23 AM,22.158,1.013,-36.346,,,
1106,07/15/22 11:09:23 AM,23.117,1.030,-35.613,,,
1107,07/15/22 12:09:23 PM,23.645,1.038,-35.210,,,
1108,07/15/22 01:09:23 PM,24.199,1.048,-34.787,,,
1109,07/15/22 02:09:23 PM,24.368,1.051,-34.659,,,
1110,07/15/22 03:09:23 PM,24.876,1.059,-34.272,,,
1111,07/15/22 04:09:23 PM,26.042,1.079,-33.386,,,
1112,07/15/22 05:09:23 PM,26.139,1.080,-33.312,,,
1113,07/15/22 06:09:23 PM,26.603,1.088,-32.960,,,
1114,07/15/22 07:09:23 PM,26.701,1.090,-32.886,,,
1115,07/15/22 08:09:23 PM,26.212,1.082,-33.257,,,
1116,07/15/22 09:09:23 PM,24.296,1.049,-34.714,,,
1117,07/15/22 10:09:23 PM,22.110,1.013,-36.382,,,
1118,07/15/22 11:09:23 PM,18.536,1.000,-38.659,,,
1119,07/16/22 12:09:23 AM,17.965,1.000,-39.004,,,
1120,07/16/22 01:09:23 AM,17.204,1.000,-39.465,,,
1121,07/16/22 02:09:23 AM,17.061,1.000,-39.551,,,
1122,07/16/22 03:09:23 AM,16.680,1.000,-39.782,,,
1123,07/16/22 04:09:23 AM,16.728,1.000,-39.753,,,
1124,07/16/22 05:09:23 AM,16.251,1.000,-40.042,,,
1125,07/16/22 06:09:23 AM,15.918,1.000,-40.245,,,
1126,07/16/22 07:09:23 AM,16.775,1.000,-39.725,,,
1127,07/16/22 08:09:23 AM,18.821,1.000,-38.487,,,
1128,07/16/22 09:09:23 AM,21.179,1.000,-37.066,,,
1129,07/16/22 10:09:23 AM,22.326,1.016,-36.218,,,
1130,07/16/22 11:09:23 AM,23.621,1.038,-35.228,,,
1131,07/16/22 12:09:23 PM,24.223,1.048,-34.769,,,
1132,07/16/22 01:09:23 PM,25.167,1.064,-34.051,,,
1133,07/16/22 02:09:23 PM,24.103,100.000,24.136,,,
1134,07/16/22 03:09:23 PM,25.288,1.000,-34.603,,,
1135,07/16/22 04:09:23 PM,26.334,1.000,-33.979,,,
1136,07/16/22 05:09:23 PM,26.554,1.000,-33.848,,,
1137,07/16/22 06:09:23 PM,26.628,1.000,-33.804,,,
1138,07/16/22 07:09:23 PM,26.701,1.000,-33.760,,,
1139,07/16/22 08:09:23 PM,26.334,1.000,-33.979,,,
1140,07/16/22 09:09:23 PM,24.465,1.000,-35.095,,,
1141,07/16/22 10:09:23 PM,22.110,1.000,-36.506,,,
1142,07/16/22 11:09:23 PM,18.940,1.000,-38.415,,,
1143,07/17/22 12:09:23 AM,18.298,1.000,-38.803,,,
1144,07/17/22 01:09:23 AM,17.252,1.000,-39.436,,,
1145,07/17/22 02:09:23 AM,16.871,1.000,-39.667,,,
1146,07/17/22 03:09:23 AM,16.704,1.000,-39.768,,,
1147,07/17/22 04:09:23 AM,16.394,1.000,-39.956,,,
1148,07/17/22 05:09:23 AM,16.299,1.000,-40.013,,,
1149,07/17/22 06:09:23 AM,16.037,1.000,-40.173,,,
1150,07/17/22 07:09:23 AM,16.680,1.000,-39.782,,,
1151,07/17/22 08:09:23 AM,18.607,1.000,-38.616,,,
1152,07/17/22 09:09:23 AM,20.654,1.000,-37.382,,,
1153,07/17/22 10:09:23 AM,22.015,1.000,-36.564,,,
1154,07/17/22 11:09:23 AM,22.853,1.000,-36.061,,,
1155,07/17/22 12:09:23 PM,23.285,1.000,-35.802,,,
1156,07/17/22 01:09:23 PM,23.645,1.000,-35.586,,,
1157,07/17/22 02:09:23 PM,25.336,1.000,-34.574,,,
1158,07/17/22 03:09:23 PM,25.506,1.000,-34.473,,,
1159,07/17/22 04:09:23 PM,25.336,1.000,-34.574,,,
1160,07/17/22 05:09:23 PM,25.482,1.000,-34.487,,,
1161,07/17/22 06:09:23 PM,25.652,1.000,-34.386,,,
1162,07/17/22 07:09:23 PM,25.579,1.000,-34.429,,,
1163,07/17/22 08:09:23 PM,25.336,1.000,-34.574,,,
1164,07/17/22 09:09:23 PM,23.645,1.000,-35.586,,,
1165,07/17/22 10:09:23 PM,21.823,1.000,-36.678,,,
1166,07/17/22 11:09:23 PM,19.035,1.000,-38.358,,,
1167,07/18/22 12:09:23 AM,18.037,1.000,-38.961,,,
1168,07/18/22 01:09:23 AM,17.323,1.000,-39.393,,,
1169,07/18/22 02:09:23 AM,16.918,1.000,-39.638,,,
1170,07/18/22 03:09:23 AM,16.775,1.000,-39.725,,,
1171,07/18/22 04:09:23 AM,16.490,1.000,-39.898,,,
1172,07/18/22 05:09:23 AM,16.490,1.000,-39.898,,,
1173,07/18/22 06:09:23 AM,16.156,1.000,-40.100,,,
1174,07/18/22 07:09:23 AM,16.561,1.000,-39.855,,,
1175,07/18/22 08:09:23 AM,18.179,1.000,-38.875,,,
1176,07/18/22 09:09:23 AM,20.249,1.000,-37.626,,,
1177,07/18/22 10:09:23 AM,21.513,1.000,-36.865,,,
1178,07/18/22 11:09:23 AM,22.302,1.000,-36.391,,,
1179,07/18/22 12:09:23 PM,23.165,1.000,-35.874,,,
1180,07/18/22 01:09:23 PM,24.055,1.000,-35.341,,,
1181,07/18/22 02:09:23 PM,24.513,1.000,-35.066,,,
1182,07/18/22 03:09:23 PM,25.142,1.000,-34.690,,,
1183,07/18/22 04:09:23 PM,25.603,1.000,-34.415,,,
1184,07/18/22 05:09:23 PM,25.871,1.000,-34.255,,,
1185,07/18/22 06:09:23 PM,26.139,1.000,-34.095,,,
1186,07/18/22 07:09:23 PM,26.212,1.000,-34.052,,,
1187,07/18/22 08:09:23 PM,25.944,1.000,-34.212,,,
1188,07/18/22 09:09:23 PM,24.175,1.000,-35.268,,,
1189,07/18/22 10:09:23 PM,21.967,1.000,-36.592,,,
1190,07/18/22 11:09:23 PM,18.988,1.000,-38.386,,,
1191,07/19/22 12:09:23 AM,18.084,1.000,-38.932,,,
1192,07/19/22 01:09:23 AM,17.799,1.000,-39.105,,,
1193,07/19/22 02:09:23 AM,16.966,1.000,-39.609,,,
1194,07/19/22 03:09:23 AM,16.728,1.000,-39.753,,,
1195,07/19/22 04:09:23 AM,16.442,1.000,-39.927,,,
1196,07/19/22 05:09:23 AM,16.132,1.000,-40.115,,,
1197,07/19/22 06:09:23 AM,15.989,1.000,-40.201,,,
1198,07/19/22 07:09:23 AM,16.585,1.000,-39.840,,,
1199,07/19/22 08:09:23 AM,18.631,1.000,-38.602,,,
1200,07/19/22 09:09:23 AM,20.463,1.000,-37.496,,,
1201,07/19/22 10:09:23 AM,21.680,1.000,-36.765,,,
1202,07/19/22 11:09:23 AM,22.709,1.000,-36.147,,,
1203,07/19/22 12:09:23 PM,21.847,1.000,-36.664,,,
1204,07/19/22 01:09:23 PM,22.254,1.000,-36.420,,,
1205,07/19/22 02:09:23 PM,24.079,1.000,-35.326,,,
1206,07/19/22 03:09:23 PM,24.706,1.000,-34.951,,,
1207,07/19/22 04:09:23 PM,25.070,1.000,-34.734,,,
1208,07/19/22 05:09:23 PM,25.458,1.000,-34.502,,,
1209,07/19/22 06:09:23 PM,25.725,1.000,-34.342,,,
1210,07/19/22 07:09:23 PM,25.774,1.000,-34.313,,,
1211,07/19/22 08:09:23 PM,25.433,1.000,-34.516,,,
1212,07/19/22 09:09:23 PM,23.886,1.000,-35.441,,,
1213,07/19/22 10:09:23 PM,21.752,1.000,-36.722,,,
1214,07/19/22 11:09:23 PM,19.321,1.000,-38.185,,,
1215,07/20/22 12:09:23 AM,18.084,1.000,-38.932,,,
1216,07/20/22 01:09:23 AM,17.347,1.000,-39.379,,,
1217,07/20/22 02:09:23 AM,17.014,1.000,-39.580,,,
1218,07/20/22 03:09:23 AM,16.895,1.000,-39.652,,,
1219,07/20/22 04:09:23 AM,16.561,1.000,-39.855,,,
1220,07/20/22 05:09:23 AM,16.085,1.000,-40.144,,,
1221,07/20/22 06:09:23 AM,16.132,1.000,-40.115,,,
1222,07/20/22 07:09:23 AM,16.537,1.000,-39.869,,,
1223,07/20/22 08:09:23 AM,18.322,1.000,-38.789,,,
1224,07/20/22 09:09:23 AM,20.344,1.000,-37.568,,,
1225,07/20/22 10:09:23 AM,21.584,1.000,-36.822,,,
1226,07/20/22 11:09:23 AM,23.093,1.000,-35.917,,,
1227,07/20/22 12:09:23 PM,23.237,1.000,-35.830,,,
1228,07/20/22 01:09:23 PM,23.261,1.000,-35.816,,,
1229,07/20/22 02:09:23 PM,24.199,1.000,-35.254,,,
1230,07/20/22 03:09:23 PM,24.973,1.000,-34.792,,,
1231,07/20/22 04:09:23 PM,25.239,1.000,-34.632,,,
1232,07/20/22 05:09:23 PM,25.506,1.000,-34.473,,,
1233,07/20/22 06:09:23 PM,25.774,1.000,-34.313,,,
1234,07/20/22 07:09:23 PM,25.749,1.000,-34.328,,,
1235,07/20/22 08:09:23 PM,25.312,1.000,-34.589,,,
1236,07/20/22 09:09:23 PM,23.814,1.000,-35.485,,,
1237,07/20/22 10:09:23 PM,21.513,1.000,-36.865,,,
1238,07/20/22 11:09:23 PM,19.012,1.000,-38.372,,,
1239,07/21/22 12:09:23 AM,18.964,1.000,-38.401,,,
1240,07/21/22 01:09:23 AM,17.513,1.000,-39.278,,,
1241,07/21/22 02:09:23 AM,17.014,1.000,-39.580,,,
1242,07/21/22 03:09:23 AM,16.871,1.000,-39.667,,,
1243,07/21/22 04:09:23 AM,16.394,1.000,-39.956,,,
1244,07/21/22 05:09:23 AM,16.204,1.000,-40.071,,,
1245,07/21/22 06:09:23 AM,16.061,1.000,-40.158,,,
1246,07/21/22 07:09:23 AM,16.585,1.000,-39.840,,,
1247,07/21/22 08:09:23 AM,18.227,1.000,-38.846,,,
1248,07/21/22 09:09:23 AM,20.035,1.000,-37.755,,,
1249,07/21/22 10:09:23 AM,21.250,1.000,-37.023,,,
1250,07/21/22 11:09:23 AM,22.302,1.000,-36.391,,,
1251,07/21/22 12:09:23 PM,23.357,1.000,-35.758,,,
1252,07/21/22 01:09:23 PM,24.127,1.000,-35.297,,,
1253,07/21/22 02:09:23 PM,23.453,1.000,-35.701,,,
1254,07/21/22 03:09:23 PM,24.465,1.000,-35.095,,,
1255,07/21/22 04:09:23 PM,24.924,1.000,-34.820,,,
1256,07/21/22 05:09:23 PM,25.506,1.000,-34.473,,,
1257,07/21/22 06:09:23 PM,25.336,1.067,-33.922,,,
1258,07/21/22 07:09:23 PM,25.579,1.071,-33.738,,,
1259,07/21/22 08:09:23 PM,25.312,1.000,-34.589,,,
1260,07/21/22 09:09:23 PM,23.838,1.000,-35.470,,,
1261,07/21/22 10:09:23 PM,21.967,1.000,-36.592,,,
1262,07/21/22 11:09:23 PM,19.987,1.000,-37.783,,,
1263,07/22/22 12:09:23 AM,18.370,1.000,-38.760,,,
1264,07/22/22 01:09:23 AM,17.941,1.000,-39.019,,,
1265,07/22/22 02:09:23 AM,17.252,1.000,-39.436,,,
1266,07/22/22 03:09:23 AM,16.775,6.958,-19.292,,,
1267,07/22/22 04:09:23 AM,16.680,1.000,-39.782,,,
1268,07/22/22 05:09:23 AM,16.775,1.000,-39.725,,,
1269,07/22/22 06:09:23 AM,16.323,1.000,-39.999,,,
1270,07/22/22 07:09:23 AM,16.752,1.000,-39.739,,,
1271,07/22/22 08:09:23 AM,18.251,1.000,-38.832,,,
1272,07/22/22 09:09:23 AM,20.344,1.000,-37.568,,,
1273,07/22/22 10:09:23 AM,21.513,1.000,-36.865,,,
1274,07/22/22 11:09:23 AM,23.693,1.000,-35.557,,,
1275,07/22/22 12:09:23 PM,24.344,1.000,-35.167,,,
1276,07/22/22 01:09:23 PM,24.079,1.000,-35.326,,,
1277,07/22/22 02:09:23 PM,25.070,1.000,-34.734,,,
1278,07/22/22 03:09:23 PM,25.749,1.000,-34.328,,,
1279,07/22/22 04:09:23 PM,26.237,1.000,-34.037,,,
1280,07/22/22 05:09:23 PM,26.554,1.000,-33.848,,,
1281,07/22/22 06:09:23 PM,26.652,1.000,-33.790,,,
1282,07/22/22 07:09:23 PM,26.725,1.000,-33.746,,,
1283,07/22/22 08:09:23 PM,26.163,1.000,-34.081,,,
1284,07/22/22 09:09:23 PM,24.658,1.000,-34.980,,,
1285,07/22/22 10:09:23 PM,22.134,1.000,-36.492,,,
1286,07/22/22 11:09:23 PM,19.059,1.000,-38.343,,,
1287,07/23/22 12:09:23 AM,18.322,1.000,-38.789,,,
1288,07/23/22 01:09:23 AM,17.489,1.000,-39.292,,,
1289,07/23/22 02:09:23 AM,17.180,1.000,-39.479,,,
1290,07/23/22 03:09:23 AM,16.990,1.000,-39.595,,,
1291,07/23/22 04:09:23 AM,16.823,1.000,-39.696,,,
1292,07/23/22 05:09:23 AM,16.490,1.000,-39.898,,,
1293,07/23/22 06:09:23 AM,16.156,6.939,-19.780,,,
1294,07/23/22 07:09:23 AM,16.990,1.000,-39.595,,,
1295,07/23/22 08:09:23 AM,18.798,1.000,-38.501,,,
1296,07/23/22 09:09:23 AM,20.773,1.000,-37.310,,,
1297,07/23/22 10:09:23 AM,21.991,1.000,-36.578,,,
1298,07/23/22 11:09:23 AM,22.901,1.000,-36.032,,,
1299,07/23/22 12:09:23 PM,23.669,1.000,-35.571,,,
1300,07/23/22 01:09:23 PM,23.501,1.036,-35.320,,,
1301,07/23/22 02:09:23 PM,24.489,1.000,-35.081,,,
1302,07/23/22 03:09:23 PM,25.385,1.000,-34.545,,,
1303,07/23/22 04:09:23 PM,25.920,1.000,-34.226,,,
1304,07/23/22 05:09:23 PM,26.310,1.000,-33.994,,,
1305,07/23/22 06:09:23 PM,26.334,1.000,-33.979,,,
1306,07/23/22 07:09:23 PM,26.554,1.000,-33.848,,,
1307,07/23/22 08:09:23 PM,26.188,1.000,-34.066,,,
1308,07/23/22 09:09:23 PM,24.441,1.000,-35.110,,,
1309,07/23/22 10:09:23 PM,22.206,1.000,-36.449,,,
1310,07/23/22 11:09:23 PM,19.178,1.000,-38.271,,,
1311,07/24/22 12:09:23 AM,18.179,1.000,-38.875,,,
1312,07/24/22 01:09:23 AM,17.371,1.000,-39.364,,,
1313,07/24/22 02:09:23 AM,17.228,1.000,-39.451,,,
1314,07/24/22 03:09:23 AM,16.799,1.000,-39.710,,,
1315,07/24/22 04:09:23 AM,16.656,1.000,-39.797,,,
1316,07/24/22 05:09:23 AM,16.347,1.000,-39.985,,,
1317,07/24/22 06:09:23 AM,16.275,1.000,-40.028,,,
1318,07/24/22 07:09:23 AM,17.014,1.000,-39.580,,,
1319,07/24/22 08:09:23 AM,18.988,1.000,-38.386,,,
1320,07/24/22 09:09:23 AM,22.206,1.000,-36.449,,,
1321,07/24/22 10:09:23 AM,22.709,1.000,-36.147,,,
1322,07/24/22 11:09:23 AM,22.445,1.000,-36.305,,,
1323,07/24/22 12:09:23 PM,23.189,1.000,-35.859,,,
1324,07/24/22 01:09:23 PM,23.814,1.000,-35.485,,,
1325,07/24/22 02:09:23 PM,24.344,1.000,-35.167,,,
1326,07/24/22 03:09:23 PM,25.021,1.000,-34.763,,,
1327,07/24/22 04:09:23 PM,25.506,1.000,-34.473,,,
1328,07/24/22 05:09:23 PM,26.115,1.000,-34.110,,,
1329,07/24/22 06:09:23 PM,26.407,1.000,-33.935,,,
1330,07/24/22 07:09:23 PM,26.359,1.000,-33.964,,,
1331,07/24/22 08:09:23 PM,25.993,1.000,-34.183,,,
1332,07/24/22 09:09:23 PM,24.199,1.000,-35.254,,,
1333,07/24/22 10:09:23 PM,22.039,1.000,-36.549,,,
1334,07/24/22 11:09:23 PM,19.083,1.000,-38.329,,,
1335,07/25/22 12:09:23 AM,18.417,1.000,-38.731,,,
1336,07/25/22 01:09:23 AM,17.466,1.000,-39.306,,,
1337,07/25/22 02:09:23 AM,17.133,1.000,-39.508,,,
1338,07/25/22 03:09:23 AM,16.966,1.000,-39.609,,,
1339,07/25/22 04:09:23 AM,16.585,1.000,-39.840,,,
1340,07/25/22 05:09:23 AM,16.371,1.000,-39.970,,,
1341,07/25/22 06:09:23 AM,16.132,1.000,-40.115,,,
1342,07/25/22 07:09:23 AM,16.680,1.000,-39.782,,,
1343,07/25/22 08:09:23 AM,18.393,1.000,-38.745,,,
1344,07/25/22 09:09:23 AM,20.487,1.000,-37.482,,,
1345,07/25/22 10:09:23 AM,21.704,1.000,-36.750,,,
1346,07/25/22 11:09:23 AM,22.661,1.000,-36.176,,,
1347,07/25/22 12:09:23 PM,23.790,1.000,-35.499,,,
1348,07/25/22 01:09:23 PM,23.693,1.000,-35.557,,,
1349,07/25/22 02:09:23 PM,23.886,1.000,-35.441,,,
1350,07/25/22 03:09:23 PM,24.658,1.000,-34.980,,,
1351,07/25/22 04:09:23 PM,25.070,1.000,-34.734,,,
1352,07/25/22 05:09:23 PM,25.458,1.000,-34.502,,,
1353,07/25/22 06:09:23 PM,25.822,1.000,-34.284,,,
1354,07/25/22 07:09:23 PM,25.628,1.000,-34.400,,,
1355,07/25/22 08:09:23 PM,25.361,1.000,-34.560,,,
1356,07/25/22 09:09:23 PM,23.790,1.000,-35.499,,,
1357,07/25/22 10:09:23 PM,21.728,1.000,-36.736,,,
1358,07/25/22 11:09:23 PM,19.107,1.000,-38.314,,,
