Date/Time,WW; Z108A; Climate Temperature(°F),WW; Z108A; Heating Target(°F),WW; Z108A; Cooling Target(°F),WW; Z108A; Ventilation Required(%),WW; Z108A; Heating Required(%)
2022/04/13 14:00:00,70.40,60.0,77.0,10.81,0.00
2022/04/13 20:00:00,75.80,60.0,77.0,27.46,0.00
2022/04/14 02:00:00,63.20,60.0,77.0,0.00,0.13
2022/04/14 08:00:00,61.30,60.0,77.0,0.00,0.45
2022/04/14 14:00:00,75.00,60.0,77.0,28.31,0.00
2022/04/14 20:00:00,76.10,60.0,77.0,32.21,0.00
2022/04/15 02:00:00,66.70,60.0,77.0,0.00,0.00
2022/04/15 08:00:00,62.70,60.0,77.0,0.00,0.00
2022/04/15 14:00:00,75.40,60.0,77.0,21.20,0.00
2022/04/15 20:00:00,76.60,60.0,77.0,58.60,0.00
2022/04/16 02:00:00,64.80,60.0,77.0,0.00,0.01
2022/04/16 08:00:00,61.80,60.0,77.0,0.00,0.11
2022/04/16 14:00:00,75.20,60.0,77.0,23.12,0.00
2022/04/16 20:00:00,75.90,60.0,77.0,30.04,0.00
2022/04/17 02:00:00,65.80,60.0,77.0,0.00,0.00
2022/04/17 08:00:00,62.40,60.0,77.0,0.00,0.00
2022/04/17 14:00:00,68.70,60.0,77.0,0.50,0.00
2022/04/17 20:00:00,75.50,60.0,77.0,4.33,0.00
2022/04/18 02:00:00,63.20,60.0,77.0,0.00,0.03
2022/04/18 08:00:00,61.80,60.0,77.0,0.00,0.09
2022/04/18 14:00:00,75.40,60.0,77.0,27.80,0.00
2022/04/18 20:00:00,75.80,60.0,77.0,42.47,0.00
2022/04/19 02:00:00,64.30,60.0,77.0,0.00,0.05
2022/04/19 08:00:00,61.70,60.0,77.0,0.00,0.26
2022/04/19 14:00:00,74.60,60.0,77.0,1.73,0.00
2022/04/19 20:00:00,73.80,60.0,77.0,1.06,0.00
2022/04/20 02:00:00,66.60,60.0,77.0,0.00,0.00
2022/04/20 08:00:00,66.70,60.0,77.0,0.00,0.00
2022/04/20 14:00:00,71.10,60.0,77.0,0.00,0.00
2022/04/20 20:00:00,77.20,60.0,77.0,15.97,0.00
2022/04/21 02:00:00,67.60,60.0,77.0,0.00,0.00
2022/04/21 08:00:00,63.70,60.0,77.0,0.00,0.00
2022/04/21 14:00:00,77.40,60.0,77.0,55.00,0.00
2022/04/21 20:00:00,76.20,60.0,77.0,25.74,0.00
2022/04/22 02:00:00,73.40,60.0,77.0,0.00,0.00
2022/04/22 08:00:00,73.60,60.0,77.0,0.00,0.00
2022/04/22 14:00:00,77.80,60.0,77.0,39.02,0.00
2022/04/22 20:00:00,76.90,60.0,77.0,36.72,0.00
2022/04/23 02:00:00,76.10,60.0,77.0,15.80,0.00
2022/04/23 08:00:00,73.30,60.0,77.0,0.00,0.00
2022/04/23 14:00:00,76.70,60.0,77.0,33.56,0.00
2022/04/23 20:00:00,76.80,60.0,77.0,48.76,0.00
2022/04/24 02:00:00,69.70,60.0,77.0,3.39,0.00
2022/04/24 08:00:00,62.70,60.0,77.0,0.00,0.01
2022/04/24 14:00:00,76.70,60.0,77.0,38.91,0.00
2022/04/24 20:00:00,76.50,60.0,77.0,42.89,0.00
2022/04/25 02:00:00,66.10,60.0,77.0,0.00,0.00
2022/04/25 08:00:00,62.00,60.0,77.0,0.00,0.12
2022/04/25 14:00:00,76.00,60.0,77.0,31.99,0.00
2022/04/25 20:00:00,76.40,60.0,77.0,33.39,0.00
2022/04/26 02:00:00,65.50,60.0,77.0,0.00,0.02
2022/04/26 08:00:00,62.00,60.0,77.0,0.00,0.19
2022/04/26 14:00:00,76.30,60.0,77.0,34.52,0.00
2022/04/26 20:00:00,76.60,60.0,77.0,42.11,0.00
2022/04/27 02:00:00,68.10,60.0,77.0,0.00,0.00
2022/04/27 08:00:00,64.30,60.0,77.0,0.00,0.00
2022/04/27 14:00:00,78.00,60.0,77.0,51.85,0.00
2022/04/27 20:00:00,76.50,60.0,77.0,37.16,0.00
2022/04/28 02:00:00,73.80,60.0,77.0,3.18,0.00
2022/04/28 08:00:00,70.20,60.0,77.0,0.00,0.00
2022/04/28 14:00:00,77.90,60.0,77.0,53.15,0.00
2022/04/28 20:00:00,76.80,60.0,77.0,62.13,0.00
2022/04/29 02:00:00,73.50,60.0,77.0,0.21,0.00
2022/04/29 08:00:00,70.70,60.0,77.0,0.00,0.00
2022/04/29 14:00:00,76.90,60.0,77.0,34.76,0.00
2022/04/29 20:00:00,76.90,60.0,77.0,63.90,0.00
2022/04/30 02:00:00,68.30,60.0,77.0,0.00,0.00
2022/04/30 08:00:00,63.70,60.0,77.0,0.00,0.00
2022/04/30 14:00:00,71.50,60.0,77.0,0.15,0.00
2022/04/30 20:00:00,76.40,60.0,77.0,5.08,0.00
2022/05/01 02:00:00,66.00,60.0,77.0,0.00,0.00
2022/05/01 08:00:00,62.20,60.0,77.0,0.00,0.01
2022/05/01 14:00:00,76.40,60.0,77.0,28.23,0.00
2022/05/01 20:00:00,76.40,60.0,77.0,27.14,0.00
2022/05/02 02:00:00,69.50,60.0,77.0,0.00,0.00
2022/05/02 08:00:00,64.50,60.0,77.0,0.00,0.00
2022/05/02 14:00:00,65.20,60.0,77.0,0.00,0.00
2022/05/02 20:00:00,62.90,60.0,77.0,0.00,0.00
2022/05/03 02:00:00,62.50,60.0,77.0,0.00,0.04
2022/05/03 08:00:00,61.90,60.0,77.0,0.00,0.03
2022/05/03 14:00:00,72.00,60.0,77.0,0.16,0.00
2022/05/03 20:00:00,72.60,60.0,77.0,0.00,0.00
2022/05/04 02:00:00,64.90,60.0,77.0,0.00,0.00
2022/05/04 08:00:00,63.30,60.0,77.0,0.00,0.00
2022/05/04 14:00:00,66.20,60.0,77.0,0.00,0.00
2022/05/04 20:00:00,65.60,60.0,77.0,0.00,0.00
2022/05/05 02:00:00,63.60,60.0,77.0,0.00,0.00
2022/05/05 08:00:00,62.90,60.0,77.0,0.00,0.00
2022/05/05 14:00:00,68.50,60.0,77.0,0.00,0.00
2022/05/05 20:00:00,69.10,66.0,77.0,0.00,0.69
2022/05/06 02:00:00,68.90,68.0,77.0,0.00,0.21
2022/05/06 08:00:00,68.70,68.0,77.0,0.00,0.39
2022/05/06 14:00:00,72.90,68.0,77.0,0.29,0.00
2022/05/06 20:00:00,77.00,68.0,77.0,15.66,0.00
2022/05/07 02:00:00,70.20,68.0,77.0,0.00,0.12
2022/05/07 08:00:00,69.00,68.0,77.0,0.00,0.27
2022/05/07 14:00:00,77.30,68.0,77.0,37.92,0.00
2022/05/07 20:00:00,76.10,68.0,77.0,43.52,0.00
2022/05/08 02:00:00,71.50,68.0,77.0,0.00,0.00
2022/05/08 08:00:00,70.30,68.0,77.0,0.00,0.00
2022/05/08 14:00:00,76.80,68.0,77.0,11.29,0.00
2022/05/08 20:00:00,77.50,68.0,77.0,64.02,0.00
2022/05/09 02:00:00,74.40,68.0,77.0,2.55,0.00
2022/05/09 08:00:00,74.00,68.0,77.0,0.23,0.00
2022/05/09 14:00:00,80.90,68.0,77.0,82.19,0.00
2022/05/09 20:00:00,81.00,68.0,77.0,89.75,0.00
2022/05/10 02:00:00,81.40,68.0,77.0,73.69,0.00
2022/05/10 08:00:00,79.30,68.0,77.0,64.08,0.00
2022/05/10 14:00:00,82.00,68.0,77.0,92.50,0.00
2022/05/10 20:00:00,83.70,68.0,77.0,95.21,0.00
2022/05/11 02:00:00,82.80,68.0,77.0,85.10,0.00
2022/05/11 08:00:00,79.00,68.0,77.0,66.59,0.00
2022/05/11 14:00:00,80.00,68.0,77.0,96.35,0.00
2022/05/11 20:00:00,79.20,68.0,77.0,89.50,0.00
2022/05/12 02:00:00,79.60,68.0,77.0,66.18,0.00
2022/05/12 08:00:00,76.70,68.0,77.0,38.05,0.00
2022/05/12 14:00:00,79.50,68.0,77.0,76.92,0.00
2022/05/12 20:00:00,77.80,68.0,77.0,78.22,0.00
2022/05/13 02:00:00,80.30,68.0,77.0,57.91,0.00
2022/05/13 08:00:00,73.30,68.0,77.0,14.00,0.00
2022/05/13 14:00:00,77.40,68.0,77.0,36.84,0.00
2022/05/13 20:00:00,76.80,68.0,77.0,52.11,0.00
2022/05/14 02:00:00,74.90,68.0,77.0,13.10,0.00
2022/05/14 08:00:00,70.30,68.0,77.0,0.00,0.00
2022/05/14 14:00:00,78.00,68.0,77.0,49.59,0.00
2022/05/14 20:00:00,76.80,68.0,77.0,66.12,0.00
2022/05/15 02:00:00,76.80,68.0,77.0,37.00,0.00
2022/05/15 08:00:00,69.80,68.0,77.0,0.00,0.00
2022/05/15 14:00:00,74.80,68.0,77.0,13.38,0.00
2022/05/15 20:00:00,77.10,68.0,77.0,38.68,0.00
2022/05/16 02:00:00,69.30,68.0,77.0,0.60,29.26
2022/05/16 08:00:00,61.50,68.0,77.0,0.00,98.18
2022/05/16 14:00:00,76.80,68.0,77.0,27.21,2.01
2022/05/16 20:00:00,77.10,68.0,77.0,38.98,0.00
2022/05/17 02:00:00,71.40,68.0,77.0,3.10,1.63
2022/05/17 08:00:00,66.50,68.0,77.0,0.00,71.34
2022/05/17 14:00:00,77.70,68.0,77.0,40.24,0.00
2022/05/17 20:00:00,77.40,68.0,77.0,78.05,0.00
2022/05/18 02:00:00,70.80,68.0,77.0,5.17,0.00
2022/05/18 08:00:00,67.80,68.0,77.0,0.00,25.85
2022/05/18 14:00:00,77.40,68.0,77.0,42.56,0.00
2022/05/18 20:00:00,76.80,68.0,77.0,70.67,0.00
2022/05/19 02:00:00,74.10,68.0,77.0,1.50,0.00
2022/05/19 08:00:00,70.90,68.0,77.0,0.00,0.00
2022/05/19 14:00:00,78.00,68.0,77.0,53.32,0.00
2022/05/19 20:00:00,76.80,68.0,77.0,75.38,0.00
2022/05/20 02:00:00,77.00,68.0,77.0,17.53,0.00
2022/05/20 08:00:00,72.50,68.0,77.0,5.96,0.01
2022/05/20 14:00:00,74.40,68.0,77.0,3.81,0.00
2022/05/20 20:00:00,77.20,68.0,77.0,33.12,0.00
2022/05/21 02:00:00,71.20,68.0,77.0,0.53,0.06
2022/05/21 08:00:00,69.50,68.0,77.0,0.00,0.17
2022/05/21 14:00:00,72.80,68.0,77.0,9.00,0.01
2022/05/21 20:00:00,76.20,68.0,77.0,14.71,0.00
2022/05/22 02:00:00,69.90,68.0,77.0,0.00,0.39
2022/05/22 08:00:00,69.30,68.0,77.0,0.00,0.51
2022/05/22 14:00:00,76.40,68.0,77.0,15.08,0.00
2022/05/22 20:00:00,76.70,68.0,77.0,35.57,0.00
2022/05/23 02:00:00,70.70,68.0,77.0,0.00,0.09
2022/05/23 08:00:00,69.80,68.0,77.0,0.00,0.06
2022/05/23 14:00:00,73.20,68.0,77.0,0.00,0.00
2022/05/23 20:00:00,76.60,68.0,77.0,7.36,0.00
2022/05/24 02:00:00,70.30,68.0,77.0,0.00,0.01
2022/05/24 08:00:00,69.60,68.0,77.0,0.00,0.11
2022/05/24 14:00:00,69.40,68.0,77.0,0.00,0.14
2022/05/24 20:00:00,69.50,68.0,77.0,0.00,0.24
2022/05/25 02:00:00,69.30,68.0,77.0,0.00,0.06
2022/05/25 08:00:00,69.10,68.0,77.0,0.00,0.02
2022/05/25 14:00:00,69.40,68.0,77.0,0.00,0.06
2022/05/25 20:00:00,69.40,68.0,77.0,0.00,0.31
2022/05/26 02:00:00,69.20,68.0,77.0,0.00,0.42
2022/05/26 08:00:00,69.00,68.0,77.0,0.00,0.72
2022/05/26 14:00:00,70.00,68.0,77.0,0.00,0.00
2022/05/26 20:00:00,76.10,68.0,77.0,2.65,0.00
2022/05/27 02:00:00,69.90,68.0,77.0,0.00,0.20
2022/05/27 08:00:00,69.40,68.0,77.0,0.00,0.33
2022/05/27 14:00:00,77.50,68.0,77.0,37.70,0.00
2022/05/27 20:00:00,77.20,68.0,77.0,58.71,0.00
2022/05/28 02:00:00,75.00,68.0,77.0,29.30,0.00
2022/05/28 08:00:00,71.80,68.0,77.0,0.00,0.00
2022/05/28 14:00:00,78.00,68.0,77.0,50.90,0.00
2022/05/28 20:00:00,77.30,68.0,77.0,84.66,0.00
2022/05/29 02:00:00,76.10,68.0,77.0,8.22,0.00
2022/05/29 08:00:00,76.40,68.0,77.0,2.30,0.00
2022/05/29 14:00:00,77.80,68.0,77.0,63.53,0.00
2022/05/29 20:00:00,78.10,68.0,77.0,86.15,0.00
2022/05/30 02:00:00,78.40,68.0,77.0,54.50,0.00
2022/05/30 08:00:00,78.50,68.0,77.0,61.85,0.00
2022/05/30 14:00:00,77.70,68.0,77.0,66.14,0.00
2022/05/30 20:00:00,78.10,68.0,77.0,85.99,0.00
2022/05/31 02:00:00,73.60,68.0,77.0,7.14,0.00
2022/05/31 08:00:00,70.30,68.0,77.0,0.00,0.01
2022/05/31 14:00:00,77.00,68.0,77.0,20.29,0.00
2022/05/31 20:00:00,77.20,68.0,77.0,51.31,0.00
2022/06/01 02:00:00,76.20,68.0,77.0,32.20,0.00
2022/06/01 08:00:00,70.70,68.0,77.0,0.00,0.00
2022/06/01 14:00:00,76.10,68.0,77.0,6.91,0.00
2022/06/01 20:00:00,73.60,68.0,77.0,0.08,0.00
2022/06/02 02:00:00,70.40,68.0,77.0,0.00,0.05
2022/06/02 08:00:00,69.80,68.0,77.0,0.00,0.22
2022/06/02 14:00:00,77.50,68.0,77.0,33.35,0.00
2022/06/02 20:00:00,76.80,68.0,77.0,38.95,0.00
2022/06/03 02:00:00,72.00,68.0,77.0,0.12,0.00
2022/06/03 08:00:00,70.20,68.0,77.0,0.00,0.05
2022/06/03 14:00:00,77.80,68.0,77.0,41.90,0.00
2022/06/03 20:00:00,76.80,68.0,77.0,57.02,0.00
2022/06/04 02:00:00,72.30,68.0,77.0,0.45,0.00
2022/06/04 08:00:00,70.10,68.0,77.0,0.00,0.00
2022/06/04 14:00:00,76.80,68.0,77.0,5.51,0.00
2022/06/04 20:00:00,77.30,68.0,77.0,39.45,0.00
2022/06/05 02:00:00,74.00,68.0,77.0,5.91,0.00
2022/06/05 08:00:00,71.50,68.0,77.0,0.00,0.00
2022/06/05 14:00:00,78.00,68.0,77.0,43.53,0.00
2022/06/05 20:00:00,76.80,68.0,77.0,61.59,0.00
2022/06/06 02:00:00,74.70,68.0,77.0,3.23,0.00
2022/06/06 08:00:00,72.10,68.0,77.0,0.00,0.00
2022/06/06 14:00:00,78.10,68.0,77.0,49.71,0.00
2022/06/06 20:00:00,78.40,68.0,77.0,87.06,0.00
2022/06/07 02:00:00,78.40,68.0,77.0,56.38,0.00
2022/06/07 08:00:00,74.30,68.0,77.0,14.95,0.00
2022/06/07 14:00:00,79.00,68.0,77.0,66.49,0.00
2022/06/07 20:00:00,78.60,68.0,77.0,86.39,0.00
2022/06/08 02:00:00,75.50,68.0,77.0,24.82,0.00
2022/06/08 08:00:00,71.30,68.0,77.0,0.00,0.00
2022/06/08 14:00:00,77.70,68.0,77.0,37.66,0.00
2022/06/08 20:00:00,76.90,68.0,77.0,60.34,0.00
2022/06/09 02:00:00,72.80,68.0,77.0,6.75,0.00
2022/06/09 08:00:00,70.60,68.0,77.0,0.00,0.01
2022/06/09 14:00:00,77.90,68.0,77.0,36.99,0.00
2022/06/09 20:00:00,76.40,68.0,77.0,19.25,0.00
2022/06/10 02:00:00,75.90,68.0,77.0,10.14,0.00
2022/06/10 08:00:00,73.30,68.0,77.0,0.40,0.00
2022/06/10 14:00:00,78.10,68.0,77.0,42.19,0.00
2022/06/10 20:00:00,78.60,68.0,77.0,86.26,0.00
2022/06/11 02:00:00,77.40,68.0,77.0,50.85,0.00
2022/06/11 08:00:00,74.70,68.0,77.0,8.51,0.00
2022/06/11 14:00:00,81.50,68.0,77.0,83.30,0.00
2022/06/11 20:00:00,84.70,68.0,77.0,88.59,0.00
2022/06/12 02:00:00,75.80,68.0,77.0,9.79,0.00
2022/06/12 08:00:00,75.90,68.0,77.0,0.08,0.00
2022/06/12 14:00:00,78.90,68.0,77.0,62.46,0.00
2022/06/12 20:00:00,83.30,68.0,77.0,97.65,0.00
2022/06/13 02:00:00,84.90,68.0,77.0,95.54,0.00
2022/06/13 08:00:00,85.30,68.0,77.0,97.16,0.00
